주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"5,745","4,247","4,028","4,824","4,545"
영업이익,-58,-42,72,185,24
영업이익(발표기준),-58,-42,72,185,24
세전계속사업이익,-149,-204,50,34,-175
당기순이익,-392,107,21,-137,-159
  당기순이익(지배),-391,107,21,-137,-159
  당기순이익(비지배),-1,0,0,0,0
자산총계,"6,829","4,131","4,166","4,234","4,767"
부채총계,"6,010","2,991","2,944","2,320","2,686"
자본총계,818,"1,141","1,222","1,915","2,080"
  자본총계(지배),819,"1,141","1,222","1,914","2,079"
  자본총계(비지배),-1,,-1,1,2
자본금,866,866,870,"1,008","1,022"
영업활동현금흐름,-171,-445,89,240,-213
투자활동현금흐름,-220,808,-60,-117,-68
재무활동현금흐름,132,-587,-4,18,121
CAPEX,183,114,22,157,196
FCF,-354,-559,67,83,-409
이자발생부채,"2,409","1,771","1,716","1,060","1,171"
영업이익률,-1.00,-0.98,1.79,3.84,0.53
순이익률,-6.82,2.52,0.52,-2.84,-3.49
ROE(%),-38.33,10.92,1.77,-8.77,-7.97
ROA(%),-5.69,1.95,0.50,-3.27,-3.52
부채비율,734.68,262.14,240.99,121.16,129.12
자본유보율,76.48,107.77,110.26,105.44,89.55
EPS(원),-226,62,12,-75,-78
PER(배),N/A,16.25,78.78,N/A,N/A
BPS(원),697,805,835,961,"1,029"
PBR(배),2.75,1.25,1.14,3.58,2.08
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"172,993,713","172,993,713","173,730,185","201,433,941","204,217,781"
