주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"221,722","261,850","249,826","208,337","275,208","424,608","434,422","433,798"
영업이익,"10,352","12,769","13,345","8,989","12,397","16,201","17,429","18,670"
영업이익(발표기준),"10,352","12,769","13,345","8,989","12,397",,,
세전계속사업이익,"-12,490","6,490","1,164","-2,689","13,673","14,695","13,772","15,491"
당기순이익,"-11,917","5,267",583,"-1,607","9,645","10,688","10,139","11,410"
  당기순이익(지배),"-12,051","5,094",388,"-1,721","9,508","10,573","10,032","11,295"
  당기순이익(비지배),134,174,195,114,138,,,
자산총계,"371,394","396,897","393,119","359,098","436,699","469,035","478,587","491,341"
부채총계,"289,990","311,917","311,653","281,746","345,506","369,741","371,015","373,361"
자본총계,"81,404","84,980","81,465","77,352","91,193","99,294","107,572","117,980"
  자본총계(지배),"78,133","81,928","78,533","74,810","88,691","96,677","104,848","115,111"
  자본총계(비지배),"3,271",,"2,932","2,541","2,502",,,
자본금,"4,616","4,616","4,616","4,616","4,616","4,618","4,618","4,618"
영업활동현금흐름,"25,076",571,"19,858","32,510","-20,705","1,913","24,073","24,353"
투자활동현금흐름,"-12,259","-12,752","-13,970","-9,719","-11,703","-20,150","-17,711","-17,893"
재무활동현금흐름,"-12,661","9,942","-5,819","-21,900","34,756","18,337","-3,723","-6,428"
CAPEX,"13,516","11,938","12,232","9,121","11,562","19,225","18,500","18,859"
FCF,"11,560","-11,367","7,627","23,390","-32,268","-24,441","8,693","12,658"
이자발생부채,"242,495","261,677","266,591","241,611","282,330",,,
영업이익률,4.67,4.88,5.34,4.31,4.50,3.82,4.01,4.30
순이익률,-5.38,2.01,0.23,-0.77,3.50,2.52,2.33,2.63
ROE(%),-14.03,6.36,0.48,-2.24,11.63,11.41,9.96,10.27
ROA(%),-3.09,1.37,0.15,-0.43,2.42,2.36,2.14,2.35
부채비율,356.24,367.05,382.56,364.24,378.87,372.37,344.90,316.46
자본유보율,"1,434.24","1,628.52","1,606.72","1,561.89","1,777.35",,,
EPS(원),"-13,055","5,518",420,"-1,864","10,299","11,454","10,868","12,235"
PER(배),N/A,8.74,90.14,N/A,3.80,3.86,4.07,3.61
BPS(원),"89,155","93,486","89,612","87,164","103,338","112,642","122,163","134,119"
PBR(배),0.48,0.52,0.42,0.35,0.38,0.39,0.36,0.33
현금DPS(원),0,"1,360",380,0,"2,728","1,984","1,928","2,190"
현금배당수익률,0.00,2.82,1.00,0.00,6.98,4.49,4.36,4.96
현금배당성향(%),0.00,23.40,85.91,0.00,24.63,17.32,17.74,17.90
발행주식수(보통주),"92,313,000","92,313,000","92,313,000","92,313,000","92,313,000",,,
