주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"9,833","9,513","8,990","9,336","12,776"
영업이익,406,173,170,284,603
영업이익(발표기준),406,173,170,284,603
세전계속사업이익,162,135,69,106,293
당기순이익,143,124,47,70,262
  당기순이익(지배),127,98,51,66,260
  당기순이익(비지배),15,26,-4,5,2
자산총계,"5,634","5,694","5,761","6,203","8,107"
부채총계,"3,689","3,536","3,611","3,989","5,366"
자본총계,"1,945","2,157","2,151","2,214","2,741"
  자본총계(지배),"1,610","1,835","1,844","1,901","2,432"
  자본총계(비지배),335,,307,312,309
자본금,456,456,456,456,456
영업활동현금흐름,108,288,119,-129,-387
투자활동현금흐름,-36,-90,-35,-340,-470
재무활동현금흐름,-63,-156,-27,382,"1,033"
CAPEX,23,95,39,207,241
FCF,84,193,80,-336,-628
이자발생부채,"3,094","2,906","2,915","3,304","4,388"
영업이익률,4.13,1.82,1.89,3.04,4.72
순이익률,1.45,1.31,0.52,0.76,2.05
ROE(%),8.26,5.70,2.75,3.50,12.01
ROA(%),2.53,2.19,0.82,1.18,3.67
부채비율,189.68,163.91,167.87,180.23,195.77
자본유보율,206.50,232.77,235.93,248.82,305.08
EPS(원),140,108,56,72,286
PER(배),7.55,8.58,25.68,21.42,6.37
BPS(원),"2,093","2,385","2,397","2,475","3,187"
PBR(배),0.50,0.39,0.59,0.62,0.57
현금DPS(원),25,30,10,0,30
현금배당수익률,2.37,3.24,0.70,0.00,1.65
현금배당성향(%),15.10,23.49,15.21,0.00,8.80
발행주식수(보통주),"91,140,499","91,140,499","91,140,499","91,140,499","91,140,499"
