주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,594","2,693","2,742","3,924","4,670"
영업이익,99,68,92,224,240
영업이익(발표기준),99,68,92,224,240
세전계속사업이익,348,364,417,411,546
당기순이익,286,289,324,347,449
  당기순이익(지배),285,289,334,282,403
  당기순이익(비지배),1,1,-10,65,46
자산총계,"3,626","3,865","5,173","5,332","5,788"
부채총계,530,520,"1,171","1,119","1,146"
자본총계,"3,096","3,345","4,003","4,213","4,642"
  자본총계(지배),"3,090","3,338","3,634","3,793","4,177"
  자본총계(비지배),7,,369,420,464
자본금,82,82,88,92,92
영업활동현금흐름,13,89,82,184,0
투자활동현금흐름,-212,-124,85,135,191
재무활동현금흐름,-45,-57,-83,-181,-185
CAPEX,4,8,63,111,78
FCF,8,81,19,73,-78
이자발생부채,0,0,335,321,228
영업이익률,3.82,2.53,3.35,5.70,5.13
순이익률,11.01,10.75,11.82,8.83,9.62
ROE(%),9.58,8.99,9.59,7.59,10.12
ROA(%),8.19,7.72,7.17,6.60,8.08
부채비율,17.11,15.54,29.25,26.57,24.70
자본유보율,"3,567.60","3,859.99","3,958.10","4,021.84","4,364.49"
EPS(원),"1,544","1,564","1,809","1,526","2,184"
PER(배),10.24,8.58,8.79,9.18,6.62
BPS(원),"16,822","18,283","20,113","21,514","23,697"
PBR(배),0.94,0.73,0.79,0.65,0.61
현금DPS(원),245,268,334,500,550
현금배당수익률,1.55,1.99,2.10,3.57,3.81
현금배당성향(%),15.79,16.92,18.02,31.28,24.04
발행주식수(보통주),"18,466,948","18,466,948","18,466,948","18,466,948","18,466,948"
