주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,706","2,051","3,104","4,771","8,742"
영업이익,61,56,296,643,"1,162"
영업이익(발표기준),61,56,296,643,"1,162"
세전계속사업이익,65,63,290,651,"1,142"
당기순이익,49,47,222,459,794
  당기순이익(지배),49,47,222,459,794
  당기순이익(비지배),,,,,
자산총계,"17,167","18,447","18,222","19,677","16,334"
부채총계,"14,478","15,748","15,275","16,166","12,011"
자본총계,"2,689","2,699","2,947","3,511","4,323"
  자본총계(지배),"2,689","2,699","2,947","3,511","4,323"
  자본총계(비지배),,,,,
자본금,663,663,663,663,663
영업활동현금흐름,-27,-449,-169,758,-714
투자활동현금흐름,-15,57,-57,-32,-40
재무활동현금흐름,45,382,235,341,684
CAPEX,7,20,58,17,25
FCF,,,,,
이자발생부채,355,783,"1,054","1,444","2,221"
영업이익률,3.58,2.74,9.53,13.47,13.30
순이익률,2.87,2.27,7.14,9.63,9.09
ROE(%),1.83,1.73,7.85,14.22,20.28
ROA(%),0.35,0.26,1.21,2.42,4.41
부채비율,538.40,583.59,518.30,460.49,277.80
자본유보율,306.59,308.01,345.52,430.56,553.21
EPS(원),370,351,"1,672","3,465","5,994"
PER(배),20.87,19.45,4.69,2.66,2.62
BPS(원),"20,370","20,441","22,324","26,593","32,750"
PBR(배),0.38,0.33,0.35,0.35,0.48
현금DPS(원),350,250,350,750,900
현금배당수익률,4.53,3.66,4.46,8.13,5.73
현금배당성향(%),94.74,71.42,20.96,18.65,14.99
발행주식수(보통주),"12,728,534","12,728,534","12,728,534","12,728,534","12,728,534"
