주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,461","1,424","1,323","1,389","1,957"
영업이익,13,9,3,18,81
영업이익(발표기준),13,9,3,18,81
세전계속사업이익,29,26,23,10,110
당기순이익,23,21,18,8,88
  당기순이익(지배),23,21,18,8,88
  당기순이익(비지배),,,,,
자산총계,"1,297","1,238","1,223","1,322","1,507"
부채총계,172,115,97,189,303
자본총계,"1,125","1,123","1,125","1,133","1,204"
  자본총계(지배),"1,125","1,123","1,125","1,133","1,204"
  자본총계(비지배),,,,,
자본금,100,100,100,100,100
영업활동현금흐름,-79,35,46,67,-31
투자활동현금흐름,10,-44,-46,-39,34
재무활동현금흐름,-15,-15,-15,-15,-15
CAPEX,,,1,0,0
FCF,-79,35,45,66,-31
이자발생부채,0,0,0,0,0
영업이익률,0.89,0.65,0.24,1.29,4.12
순이익률,1.59,1.46,1.39,0.58,4.49
ROE(%),2.08,1.85,1.64,0.72,7.53
ROA(%),1.85,1.64,1.49,0.64,6.22
부채비율,15.26,10.24,8.63,16.71,25.13
자본유보율,"1,000.09","1,040.20","1,041.50","1,037.01","1,111.35"
EPS(원),116,104,92,40,440
PER(배),24.07,28.63,56.89,110.32,9.70
BPS(원),"5,626","5,615","5,627","5,663","6,021"
PBR(배),0.50,0.53,0.93,0.79,0.71
현금DPS(원),75,75,75,75,75
현금배당수익률,2.69,2.52,1.43,1.68,1.76
현금배당성향(%),64.70,72.16,81.59,185.73,17.06
발행주식수(보통주),"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000"
