주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,809","2,613","1,947","2,013","2,277"
영업이익,168,299,88,110,133
영업이익(발표기준),168,299,88,110,133
세전계속사업이익,161,273,93,79,175
당기순이익,176,265,80,63,130
  당기순이익(지배),176,265,80,63,130
  당기순이익(비지배),,,,,
자산총계,"1,462","2,273","2,610","2,479","2,673"
부채총계,366,"1,187","1,451","1,280","1,342"
자본총계,"1,096","1,086","1,158","1,199","1,332"
  자본총계(지배),"1,096","1,086","1,158","1,199","1,332"
  자본총계(비지배),,,,,
자본금,706,706,706,706,706
영업활동현금흐름,-95,512,-125,354,-183
투자활동현금흐름,130,-542,393,36,-33
재무활동현금흐름,-210,-57,-7,-8,-9
CAPEX,50,18,22,19,27
FCF,-145,493,-147,335,-210
이자발생부채,170,126,118,141,115
영업이익률,9.29,11.46,4.50,5.48,5.84
순이익률,9.72,10.13,4.09,3.15,5.72
ROE(%),17.42,24.28,7.10,5.37,10.29
ROA(%),11.54,14.18,3.26,2.49,5.05
부채비율,33.43,109.31,125.27,106.71,100.73
자본유보율,60.29,63.10,73.40,82.01,100.79
EPS(원),"1,248","1,876",564,449,922
PER(배),9.13,4.26,12.89,12.70,9.32
BPS(원),"7,953","8,025","8,562","9,161","10,174"
PBR(배),1.43,1.00,0.85,0.62,0.84
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"14,116,015","14,116,015","14,116,015","14,116,015","14,116,015"
