주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"19,843","21,422","16,233","15,569","13,111"
영업이익,"1,333","2,145","1,245","1,199",446
영업이익(발표기준),"1,333","2,145","1,245","1,199",446
세전계속사업이익,977,"2,271",847,"1,405",670
당기순이익,725,"1,620",721,"1,054",447
  당기순이익(지배),720,"1,621",719,"1,059",484
  당기순이익(비지배),5,-1,2,-6,-38
자산총계,"19,054","17,784","16,510","17,343","21,199"
부채총계,"15,541","13,324","11,372","11,135","14,422"
자본총계,"3,513","4,460","5,138","6,208","6,778"
  자본총계(지배),"3,460","4,393","5,057","6,119","6,713"
  자본총계(비지배),52,,81,89,65
자본금,545,579,579,579,579
영업활동현금흐름,"-2,028",137,-927,"2,119","-2,655"
투자활동현금흐름,35,-363,863,-63,-649
재무활동현금흐름,"2,326",-526,924,-869,"3,469"
CAPEX,10,10,61,11,14
FCF,"-2,038",127,-989,"2,108","-2,669"
이자발생부채,"4,748","4,370","5,842","5,797","9,355"
영업이익률,6.72,10.01,7.67,7.70,3.40
순이익률,3.65,7.56,4.44,6.77,3.41
ROE(%),23.64,41.29,15.21,18.96,7.55
ROA(%),4.19,8.80,4.20,6.22,2.32
부채비율,442.41,298.72,221.33,179.36,212.79
자본유보율,455.25,600.21,709.97,890.23,969.73
EPS(원),"6,840","14,139","6,210","9,152","4,186"
PER(배),3.32,1.19,2.38,1.83,3.75
BPS(원),"31,750","37,956","43,694","52,870","58,000"
PBR(배),0.71,0.44,0.34,0.32,0.27
현금DPS(원),375,375,350,400,350
현금배당수익률,1.65,2.23,2.36,2.39,2.23
현금배당성향(%),5.68,2.68,5.64,4.37,8.36
발행주식수(보통주),"10,895,933","11,570,702","11,570,702","11,570,702","11,570,702"
