주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"17,144","17,694","19,423","5,834","7,363","12,600","15,880","16,595"
영업이익,862,777,"1,220","-3,887","-2,414",144,966,"1,390"
영업이익(발표기준),862,777,"1,220","-3,887","-2,414",,,
세전계속사업이익,115,"-2,105","-2,286","-8,622","-3,733","-1,034",-98,79
당기순이익,100,"-1,885","-2,391","-7,516","-3,388",-862,-46,161
  당기순이익(지배),-14,"-1,407","-1,526","-6,354","-2,802",-650,45,366
  당기순이익(비지배),114,-479,-864,"-1,162",-586,,,
자산총계,"24,601","22,342","45,240","43,549","37,855","37,287","36,998","33,156"
부채총계,"16,824","16,839","39,229","40,670","34,842","34,355","33,875","31,190"
자본총계,"7,777","5,503","6,011","2,879","3,013","2,929","3,122","1,966"
  자본총계(지배),"3,080","2,597","2,704","1,338","2,252","2,312","2,917","1,250"
  자본총계(비지배),"4,697",,"3,307","1,541",760,,,
자본금,106,106,106,176,204,196,196,202
영업활동현금흐름,"1,943","1,053","2,833","-2,684","-1,719","2,001","2,475","3,157"
투자활동현금흐름,"-2,859",-400,"-2,285","-1,256","-3,200","-1,337","-1,588",-288
재무활동현금흐름,360,-58,"1,050","7,318",935,316,14,-342
CAPEX,"2,782","2,453","1,993",978,442,"1,653","1,717",300
FCF,-839,"-1,400",841,"-3,663","-2,161","2,312","2,323","3,267"
이자발생부채,"10,617","9,253","30,555","32,457","30,432",,,
영업이익률,5.03,4.39,6.28,-66.62,-32.79,1.14,6.08,8.38
순이익률,0.59,-10.66,-12.31,-128.83,-46.01,-6.85,-0.29,0.97
ROE(%),-0.41,-49.56,-57.60,-314.44,-156.09,-28.49,1.71,17.57
ROA(%),0.40,-8.03,-7.07,-16.93,-8.32,-2.30,-0.13,0.46
부채비율,216.35,306.01,652.62,"1,412.71","1,156.45","1,172.83","1,084.87","1,586.07"
자본유보율,"3,873.67","2,566.82",994.32,"-1,857.51","-2,379.29",,,
EPS(원),-58,"-5,858","-6,358","-22,531","-7,710","-1,592",110,896
PER(배),N/A,N/A,N/A,N/A,N/A,N/A,237.31,29.02
BPS(원),"12,828","10,815","11,261","3,812","5,520","5,660","7,141","3,060"
PBR(배),5.25,3.44,2.78,6.61,4.54,4.59,3.64,8.50
현금DPS(원),308,176,0,0,0,0,0,0
현금배당수익률,0.46,0.47,0.00,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),-528.08,-3.01,0.00,0.00,,,,
발행주식수(보통주),"24,008,940","24,008,940","24,008,940","35,100,000","40,806,712",,,
