주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,657","2,987","3,646","3,634","3,173"
영업이익,242,244,236,136,131
영업이익(발표기준),242,244,236,136,131
세전계속사업이익,284,277,273,233,185
당기순이익,214,206,215,188,139
  당기순이익(지배),215,208,216,186,139
  당기순이익(비지배),0,-2,0,2,0
자산총계,"2,564","2,769","2,988","3,128","2,969"
부채총계,887,928,"1,080","1,014",761
자본총계,"1,677","1,841","1,907","2,114","2,207"
  자본총계(지배),"1,645","1,797","1,906","2,111","2,207"
  자본총계(비지배),32,,1,3,
자본금,125,125,125,125,125
영업활동현금흐름,55,70,302,-56,-91
투자활동현금흐름,-35,-18,-183,105,55
재무활동현금흐름,-19,-68,-59,-80,-94
CAPEX,11,19,14,4,17
FCF,43,51,289,-60,-108
이자발생부채,75,75,91,82,66
영업이익률,9.11,8.17,6.46,3.75,4.12
순이익률,8.07,6.91,5.90,5.17,4.39
ROE(%),13.77,12.09,11.65,9.26,6.45
ROA(%),8.54,7.74,7.48,6.14,4.57
부채비율,52.89,50.43,56.64,47.98,34.50
자본유보율,"1,222.56","1,379.38","1,513.46","1,637.87","1,718.75"
EPS(원),859,832,863,744,557
PER(배),5.32,6.06,5.16,5.75,9.15
BPS(원),"6,687","7,489","8,026","9,177","9,871"
PBR(배),0.68,0.67,0.55,0.47,0.52
현금DPS(원),160,160,190,190,190
현금배당수익률,3.50,3.17,4.27,4.44,3.73
현금배당성향(%),18.38,18.49,20.92,23.50,30.50
발행주식수(보통주),"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000"
