주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"82,666","86,916","90,069","88,623","97,657","111,476","119,049","127,387"
영업이익,"1,657","1,803","2,388","2,526","2,085","2,620","3,376","3,636"
영업이익(발표기준),"1,657","1,803","2,388","2,526","2,085",,,
세전계속사업이익,"1,892","1,795","1,998","2,009","9,002","3,441","4,228","3,898"
당기순이익,"1,151","1,323","1,436","1,545","8,013","2,560","3,247","3,001"
  당기순이익(지배),"1,182","1,206","1,331","1,684","8,152","2,433","3,114","2,979"
  당기순이익(비지배),-31,117,105,-139,-139,,,
자산총계,"50,923","50,989","70,497","71,778","94,560","96,806","100,967","107,616"
부채총계,"26,989","26,405","44,826","45,106","50,416","52,176","54,004","58,845"
자본총계,"23,933","24,583","25,671","26,672","44,144","44,630","46,963","48,771"
  자본총계(지배),"20,304","20,879","21,901","23,045","40,690","40,847","43,086","45,129"
  자본총계(비지배),"3,630","3,704","3,770","3,627","3,454",,,
자본금,770,770,770,770,"1,047","1,079","1,079","1,088"
영업활동현금흐름,"4,422","3,248","8,043","8,060","7,149","9,915","8,772","8,810"
투자활동현금흐름,"-4,233","-3,849","-3,011","-3,905","-2,774","-6,321","-6,110","-6,678"
재무활동현금흐름,282,311,"-5,074","-4,362","-3,831",-612,-464,-345
CAPEX,"3,809","2,876","2,468","3,017","3,797","4,520","4,440","4,626"
FCF,614,372,"5,575","5,043","3,351",637,"1,826","2,569"
이자발생부채,"9,867","10,711","29,420","29,523","28,891",,,
영업이익률,2.00,2.07,2.65,2.85,2.14,2.35,2.84,2.85
순이익률,1.39,1.52,1.60,1.74,8.21,2.30,2.73,2.36
ROE(%),5.88,5.86,6.22,7.50,25.58,5.97,7.42,6.75
ROA(%),2.35,2.60,2.36,2.17,9.63,2.67,3.28,2.88
부채비율,112.77,107.41,174.62,169.11,114.21,116.91,114.99,120.66
자본유보율,"2,541.87","2,617.34","2,758.57","2,908.21","3,875.77",,,
EPS(원),"1,535","1,566","1,729","2,187","8,961","2,323","2,974","2,845"
PER(배),26.26,25.86,22.70,15.75,3.39,11.28,8.81,9.21
BPS(원),"26,369","27,116","28,443","29,928","39,822","39,976","42,167","44,166"
PBR(배),1.53,1.49,1.38,1.15,0.76,0.66,0.62,0.59
현금DPS(원),600,650,750,900,"1,200","1,067","1,189","1,464"
현금배당수익률,1.49,1.60,1.91,2.61,3.95,4.07,4.54,5.59
현금배당성향(%),39.10,41.50,43.38,41.15,15.04,45.91,39.98,51.47
발행주식수(보통주),"77,000,000","77,000,000","77,000,000","77,000,000","104,717,922",,,
