주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,397","3,607","3,809","3,146","2,895"
영업이익,203,261,229,32,40
영업이익(발표기준),203,261,229,32,40
세전계속사업이익,239,277,250,29,62
당기순이익,171,187,190,20,47
  당기순이익(지배),171,187,190,20,47
  당기순이익(비지배),0,0,0,0,0
자산총계,"2,576","2,848","3,223","3,348","3,508"
부채총계,"1,014","1,100","1,284","1,433","1,464"
자본총계,"1,562","1,748","1,939","1,915","2,044"
  자본총계(지배),"1,562","1,748","1,939","1,915","2,044"
  자본총계(비지배),0,,0,0,0
자본금,58,58,58,58,58
영업활동현금흐름,381,535,160,240,313
투자활동현금흐름,-167,-395,-368,-122,-230
재무활동현금흐름,-173,-97,337,128,-20
CAPEX,141,233,575,180,239
FCF,240,302,-415,59,74
이자발생부채,310,235,636,833,837
영업이익률,5.99,7.23,6.02,1.03,1.39
순이익률,5.04,5.19,5.00,0.65,1.62
ROE(%),11.19,11.32,10.33,1.06,2.35
ROA(%),6.15,6.91,6.27,0.62,1.37
부채비율,64.90,62.94,66.22,74.82,71.64
자본유보율,"2,759.51","3,033.78","3,327.03","3,338.71","3,421.96"
EPS(원),"1,487","1,630","1,656",178,405
PER(배),7.87,10.52,11.56,88.29,45.20
BPS(원),"13,826","15,466","17,159","16,951","18,086"
PBR(배),0.85,1.11,1.12,0.93,1.01
현금DPS(원),200,200,200,75,350
현금배당수익률,1.71,1.17,1.04,0.48,1.91
현금배당성향(%),13.21,12.06,11.87,41.45,104.14
발행주식수(보통주),"11,500,000","11,500,000","11,500,000","11,500,000","11,500,000"
