주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,617","5,068","4,544","4,953","5,056"
영업이익,208,121,122,248,167
영업이익(발표기준),208,121,122,248,167
세전계속사업이익,182,129,-85,-308,53
당기순이익,129,33,-68,-319,24
  당기순이익(지배),128,19,-73,-148,42
  당기순이익(비지배),1,13,5,-172,-17
자산총계,"4,776","7,443","7,726","7,014","7,802"
부채총계,"2,701","4,636","4,867","4,395","4,875"
자본총계,"2,075","2,807","2,859","2,619","2,927"
  자본총계(지배),"2,069","2,045","2,054","2,021","2,279"
  자본총계(비지배),6,762,804,598,648
자본금,373,373,373,416,449
영업활동현금흐름,"1,092",736,479,925,-29
투자활동현금흐름,"-1,426",-863,-556,-487,-677
재무활동현금흐름,330,121,148,-313,537
CAPEX,"1,120",633,667,567,595
FCF,-28,103,-188,358,-623
이자발생부채,"2,089","3,786","3,951","3,650","3,951"
영업이익률,4.50,2.38,2.69,5.00,3.30
순이익률,2.80,0.65,-1.49,-6.45,0.48
ROE(%),6.30,0.94,-3.55,-7.24,1.93
ROA(%),2.82,0.53,-0.90,-4.33,0.33
부채비율,130.16,165.13,170.26,167.82,166.57
자본유보율,468.25,449.63,441.99,388.14,402.06
EPS(원),172,26,-98,-189,49
PER(배),19.99,107.62,N/A,N/A,69.88
BPS(원),"2,774","2,743","2,755","2,427","2,537"
PBR(배),1.24,1.02,1.00,1.95,1.34
현금DPS(원),50,25,0,0,
현금배당수익률,1.45,0.89,0.00,0.00,
현금배당성향(%),29.06,96.27,0.00,0.00,
발행주식수(보통주),"74,524,102","74,524,102","74,524,102","83,207,283","89,791,232"
