주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"7,689","5,113","6,743","8,300","5,990","8,403","9,961","11,562"
영업이익,135,-353,-218,200,-398,62,630,919
영업이익(발표기준),135,-353,-218,200,-398,,,
세전계속사업이익,-49,-296,-457,87,-504,-35,556,832
당기순이익,-103,-187,-414,60,-397,-26,412,616
  당기순이익(지배),-103,-187,-414,60,-397,-26,414,617
  당기순이익(비지배),,,,,,,,
자산총계,"12,313","7,434","8,301","7,233","7,956","9,607","10,350","12,532"
부채총계,"6,882","5,124","6,416","5,292","5,865","6,324","6,658","6,893"
자본총계,"5,432","2,310","1,885","1,941","2,091","3,282","3,696","5,639"
  자본총계(지배),"5,432","2,310","1,885","1,941","2,091","1,970","2,370",
  자본총계(비지배),,,,,,,,
자본금,695,329,329,329,467,468,468,467
영업활동현금흐름,-694,184,-647,838,-458,-150,376,783
투자활동현금흐름,127,-148,-7,38,-71,-176,-172,-335
재무활동현금흐름,566,-161,270,-633,615,25,-15,-500
CAPEX,29,25,79,29,92,140,140,280
FCF,-723,160,-727,809,-549,-150,210,448
이자발생부채,"3,731","2,236","2,557","1,970","2,120",,,
영업이익률,1.75,-6.91,-3.24,2.41,-6.64,0.74,6.33,7.95
순이익률,-1.35,-3.65,-6.15,0.73,-6.63,-0.32,4.13,5.33
ROE(%),-1.92,-4.83,-19.76,3.16,-19.71,-1.31,19.05,
ROA(%),-0.80,-1.89,-5.27,0.78,-5.23,-0.30,4.12,5.38
부채비율,126.70,221.78,340.34,272.59,280.50,192.67,180.12,122.24
자본유보율,514.09,548.42,421.12,440.21,295.68,,,
EPS(원),-149,-385,"-1,258",184,-934,-57,885,"1,321"
PER(배),N/A,N/A,N/A,45.76,N/A,N/A,11.20,7.50
BPS(원),"7,815","7,014","5,723","5,893","4,476","4,217","5,073",
PBR(배),0.45,0.75,0.78,1.43,1.86,2.35,1.95,
현금DPS(원),0,0,0,0,,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"69,500,000","32,947,142","32,947,142","32,947,142","46,721,246",,,
