주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"14,622","15,188","14,804","16,199","16,878","18,510","20,402","21,821"
영업이익,887,501,125,843,486,636,"1,076","1,119"
영업이익(발표기준),887,501,125,843,486,,,
세전계속사업이익,"1,449",894,549,"2,399","1,261","1,287","1,742","1,923"
당기순이익,"1,096",583,366,"1,904",991,968,"1,339","1,466"
  당기순이익(지배),"1,090",575,400,"1,928","1,026","1,001","1,384","1,516"
  당기순이익(비지배),6,9,-34,-24,-35,,,
자산총계,"20,947","21,738","21,172","23,935","24,638","25,390","26,787","27,939"
부채총계,"4,883","5,221","4,672","5,470","5,279","5,746","6,039","6,096"
자본총계,"16,063","16,517","16,500","18,465","19,359","19,643","20,747","21,842"
  자본총계(지배),"16,000","16,417","16,463","18,401","19,269","19,990","21,152","22,510"
  자본총계(비지배),63,101,37,64,90,,,
자본금,595,622,651,680,712,720,725,734
영업활동현금흐름,"1,261",935,660,288,990,882,"1,252","1,286"
투자활동현금흐름,-422,-582,316,576,"-1,671",-283,-261,-169
재무활동현금흐름,-682,-514,-670,117,-365,-119,-225,-184
CAPEX,568,460,428,515,462,787,852,"1,219"
FCF,694,474,232,-226,528,834,"1,265","1,606"
이자발생부채,"1,338","1,186",915,"1,231","1,248",,,
영업이익률,6.07,3.30,0.85,5.20,2.88,3.44,5.28,5.13
순이익률,7.50,3.84,2.47,11.75,5.87,5.23,6.57,6.72
ROE(%),7.04,3.55,2.43,11.06,5.45,5.10,6.73,6.94
ROA(%),5.30,2.73,1.71,8.44,4.08,3.87,5.13,5.36
부채비율,30.40,31.61,28.32,29.63,27.27,29.25,29.11,27.91
자본유보율,"2,707.01","2,650.39","2,547.07","2,653.87","2,687.89",,,
EPS(원),"1,465",772,538,"2,590","1,379","1,345","1,860","2,037"
PER(배),25.08,46.42,80.57,27.75,45.05,43.26,31.28,28.57
BPS(원),"23,105","23,806","23,938","26,786","28,159","29,292","30,995","32,984"
PBR(배),1.59,1.51,1.81,2.68,2.21,1.99,1.88,1.76
현금DPS(원),319,333,349,365,382,386,388,389
현금배당수익률,0.87,0.93,0.81,0.51,0.62,0.66,0.67,0.67
현금배당성향(%),19.95,39.53,59.44,12.94,25.42,28.25,20.51,18.81
발행주식수(보통주),"73,231,476","73,231,476","73,231,476","73,231,476","73,231,476",,,
