주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,008","2,077","2,947","2,326","2,701"
영업이익,108,110,244,165,196
영업이익(발표기준),108,110,244,165,196
세전계속사업이익,117,120,268,147,208
당기순이익,97,71,234,104,160
  당기순이익(지배),90,70,223,93,145
  당기순이익(비지배),8,2,11,11,15
자산총계,"1,681","2,097","2,036","2,187","2,853"
부채총계,638,"1,064",795,899,"1,411"
자본총계,"1,043","1,033","1,241","1,288","1,441"
  자본총계(지배),993,983,"1,181","1,193","1,327"
  자본총계(비지배),50,,60,95,114
자본금,54,55,55,55,55
영업활동현금흐름,159,65,223,257,132
투자활동현금흐름,41,-8,-154,-224,-245
재무활동현금흐름,-30,-89,13,24,147
CAPEX,14,44,21,14,16
FCF,144,21,202,242,116
이자발생부채,256,191,358,453,708
영업이익률,5.39,5.29,8.28,7.09,7.27
순이익률,4.83,3.44,7.94,4.46,5.93
ROE(%),9.08,7.05,20.64,7.84,11.52
ROA(%),6.12,3.78,11.33,4.91,6.35
부채비율,61.18,102.94,64.02,69.79,97.92
자본유보율,"1,967.30","2,020.37","2,377.72","2,506.22","2,699.15"
EPS(원),824,638,"2,038",849,"1,325"
PER(배),10.88,14.93,4.71,12.31,9.17
BPS(원),"10,001","9,776","11,839","12,665","14,014"
PBR(배),0.90,0.97,0.81,0.83,0.87
현금DPS(원),250,200,200,300,450
현금배당수익률,2.79,2.10,2.08,2.87,3.70
현금배당성향(%),27.74,28.85,8.93,30.38,29.35
발행주식수(보통주),"10,867,583","10,957,550","10,957,550","10,957,550","10,957,550"
