주요재무정보,"2019/12
(IFRS연결)","2020/06
(IFRS연결)","2020/12
(IFRS연결)","2021/06
(IFRS연결)","2021/12
(IFRS연결)"
매출액,210,211,212,212,213
영업이익,161,162,162,163,164
영업이익(발표기준),161,162,162,163,164
세전계속사업이익,66,68,68,72,90
당기순이익,66,68,68,72,90
  당기순이익(지배),66,68,68,72,90
  당기순이익(비지배),,,,,
자산총계,"7,201","7,163","7,130","7,012","6,995"
부채총계,"4,558","4,562","4,572","4,492","4,500"
자본총계,"2,644","2,601","2,558","2,519","2,496"
  자본총계(지배),"2,644","2,601","2,558","2,519","2,496"
  자본총계(비지배),,,,,
자본금,317,317,317,317,317
영업활동현금흐름,101,115,117,127,140
투자활동현금흐름,,-100,-50,137,-60
재무활동현금흐름,-111,-111,-111,-202,-114
CAPEX,,,,,
FCF,101,115,117,127,140
이자발생부채,"4,331","4,337","4,343","4,261","4,268"
영업이익률,76.57,76.59,76.62,76.66,76.83
순이익률,31.45,32.08,32.17,34.02,42.17
ROE(%),2.48,2.58,2.64,2.84,3.58
ROA(%),0.92,0.94,0.95,1.02,1.28
부채비율,172.38,175.42,178.74,178.31,180.31
자본유보율,734.80,721.19,707.70,695.50,687.97
EPS(원),104,107,108,114,142
PER(배),65.10,53.22,50.29,54.47,42.02
BPS(원),"4,174","4,106","4,039","3,978","3,940"
PBR(배),1.63,1.39,1.34,1.56,1.51
현금DPS(원),175,175,175,179,
현금배당수익률,2.57,3.08,3.23,2.88,
현금배당성향(%),167.54,163.67,162.67,157.44,144.47
발행주식수(보통주),"63,341,590","63,341,590","63,341,590","63,341,590","63,341,590"
