주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"26,535","27,678","23,611","24,658","33,961","43,664","47,436","55,173"
영업이익,"1,757","2,011","1,398","2,020","4,647","5,084","5,396","6,412"
영업이익(발표기준),"1,757","2,011","1,398","2,020","4,647",,,
세전계속사업이익,"1,807","1,821",604,"2,322","4,251","4,168","4,438","5,289"
당기순이익,"1,363","1,410",674,736,"3,423","3,172","3,400","4,055"
  당기순이익(지배),"1,100","1,206",597,371,"2,209","2,271","2,483","3,010"
  당기순이익(비지배),263,205,77,365,"1,215",,,
자산총계,"36,673","38,331","39,730","54,064","61,801","69,161","75,674","82,576"
부채총계,"20,737","21,383","22,466","34,913","38,978","44,057","47,993","51,710"
자본총계,"15,936","16,948","17,264","19,151","22,824","25,104","27,681","30,866"
  자본총계(지배),"14,500","15,327","15,593","18,081","20,012","21,664","23,531","25,860"
  자본총계(비지배),"1,436",,"1,671","1,070","2,811",,,
자본금,"1,877","1,877","1,877","1,893","1,893","1,891","1,891","1,891"
영업활동현금흐름,"2,093","2,316",405,"3,371","2,825","4,972","5,704","6,661"
투자활동현금흐름,"-1,757","-2,128","-2,727","-10,554","-2,609","-7,693","-6,615","-6,619"
재무활동현금흐름,380,-348,"1,505","10,738","2,635","2,952","2,507","1,754"
CAPEX,"1,203","1,847","2,547","3,019","3,219","8,134","6,721","6,610"
FCF,891,469,"-2,141",352,-394,"-4,395","-1,307",-413
이자발생부채,"14,146","14,573","16,854","25,830","28,901",,,
영업이익률,6.62,7.27,5.92,8.19,13.69,11.64,11.38,11.62
순이익률,5.14,5.10,2.85,2.99,10.08,7.26,7.17,7.35
ROE(%),7.70,8.09,3.86,2.21,11.59,10.90,10.99,12.19
ROA(%),3.79,3.76,1.73,1.57,5.91,4.84,4.70,5.13
부채비율,130.13,126.17,130.13,182.30,170.78,175.50,173.38,167.53
자본유보율,734.66,780.98,794.35,898.50,999.44,,,
EPS(원),"2,931","3,213","1,591",989,"5,832","5,998","6,558","7,948"
PER(배),16.03,11.14,32.06,95.07,29.92,23.92,21.88,18.06
BPS(원),"40,937","43,272","44,022","50,573","55,782","60,386","65,589","72,081"
PBR(배),1.15,0.83,1.16,1.86,3.13,2.38,2.19,1.99
현금DPS(원),900,"1,000","1,000","1,000","1,100","1,175","1,192","1,217"
현금배당수익률,1.91,2.79,1.96,1.06,0.63,0.82,0.83,0.85
현금배당성향(%),28.97,29.37,59.32,96.28,17.87,19.59,18.17,15.31
발행주식수(보통주),"37,534,555","37,534,555","37,534,555","37,868,298","37,868,298",,,
