주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"208,914","254,633","243,942","168,297","274,639","397,170","364,677","359,751"
영업이익,"13,733","6,395","4,201","-10,991","21,409","32,132","22,998","21,959"
영업이익(발표기준),"13,733","6,395","4,201","-10,991","21,409",,,
세전계속사업이익,"16,449","3,318","1,104","-11,678","18,780","30,065","21,402","20,252"
당기순이익,"12,465","2,580",654,"-7,961","13,785","22,398","15,934","15,086"
  당기순이익(지배),"12,465","2,580",654,"-7,961","13,785","22,399","15,929","14,966"
  당기순이익(비지배),,,,,,,,
자산총계,"150,875","159,550","163,334","156,905","186,932","217,341","221,543","229,768"
부채총계,"82,448","94,858","98,368","100,080","117,052","130,422","123,773","122,290"
자본총계,"68,426","64,692","64,966","56,825","69,880","86,920","97,770","107,478"
  자본총계(지배),"68,426","64,692","64,966","56,825","69,880","87,004","98,110","108,011"
  자본총계(비지배),,,,,,,,
자본금,"2,915","2,915","2,915","2,915","2,915","2,918","2,918","2,918"
영업활동현금흐름,"11,433","-2,882","6,794","16,310","14,772","24,630","26,706","24,384"
투자활동현금흐름,"-8,322","-4,152","-10,695","-6,356","1,966","-7,596","-8,209","-9,825"
재무활동현금흐름,"-5,983","8,878",165,"-5,487","-4,661","-7,063","-8,607","-6,024"
CAPEX,"24,141","20,414","8,273","5,471","2,720","6,386","8,371","9,826"
FCF,"-12,708","-23,296","-1,479","10,839","12,052","18,580","18,331","13,386"
이자발생부채,"48,442","64,031","66,927","60,735","58,419",,,
영업이익률,6.57,2.51,1.72,-6.53,7.80,8.09,6.31,6.10
순이익률,5.97,1.01,0.27,-4.73,5.02,5.64,4.37,4.19
ROE(%),18.84,3.88,1.01,-13.07,21.76,28.56,17.21,14.52
ROA(%),8.58,1.66,0.41,-4.97,8.02,11.08,7.26,6.69
부채비율,120.49,146.63,151.41,176.12,167.50,150.05,126.60,113.78
자본유보율,"2,239.92","2,111.25","2,119.87","1,841.16","2,286.44",,,
EPS(원),"10,690","2,213",561,"-6,827","11,822","19,209","13,661","12,835"
PER(배),10.94,44.15,169.84,N/A,7.25,5.75,8.09,8.61
BPS(원),"58,775","55,568","55,803","48,810","60,024","74,733","84,272","92,777"
PBR(배),1.99,1.76,1.71,1.42,1.43,1.48,1.31,1.19
현금DPS(원),"5,900",750,200,0,"3,800","5,562","4,254","3,894"
현금배당수익률,5.04,0.77,0.21,0.00,4.43,5.03,3.85,3.52
현금배당성향(%),55.11,33.88,35.73,-0.01,32.10,27.96,30.07,29.29
발행주식수(보통주),"112,582,792","112,582,792","112,582,792","112,582,792","112,582,792",,,
