주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,646","1,439","1,312","1,074",997
영업이익,125,72,84,44,59
영업이익(발표기준),125,72,84,44,59
세전계속사업이익,380,81,88,42,53
당기순이익,296,57,48,27,35
  당기순이익(지배),293,57,51,28,35
  당기순이익(비지배),3,-1,-4,-2,
자산총계,"1,792","1,761","1,808","1,747","1,799"
부채총계,377,326,341,272,247
자본총계,"1,415","1,435","1,467","1,475","1,552"
  자본총계(지배),"1,397","1,419","1,455","1,475","1,552"
  자본총계(비지배),17,,13,,
자본금,100,100,100,100,100
영업활동현금흐름,151,141,45,91,169
투자활동현금흐름,232,-187,-77,-68,-74
재무활동현금흐름,-261,-21,55,-57,-29
CAPEX,52,195,88,63,74
FCF,99,-54,-43,28,95
이자발생부채,46,46,125,91,89
영업이익률,7.58,5.03,6.44,4.11,5.93
순이익률,17.96,3.93,3.62,2.48,3.51
ROE(%),23.16,4.07,3.56,1.94,2.31
ROA(%),16.37,3.19,2.66,1.50,1.98
부채비율,26.67,22.69,23.23,18.44,15.90
자본유보율,"1,296.47","1,324.63","1,352.53","1,369.86","1,398.19"
EPS(원),"1,464",287,256,142,175
PER(배),3.33,13.01,13.61,26.07,25.27
BPS(원),"7,165","7,278","7,460","7,565","7,960"
PBR(배),0.68,0.51,0.47,0.49,0.56
현금DPS(원),100,100,100,75,100
현금배당수익률,2.05,2.68,2.87,2.02,2.26
현금배당성향(%),6.66,34.02,38.08,51.46,55.69
발행주식수(보통주),"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000"
