주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,920,833,730,925,"1,023"
영업이익,72,10,5,-14,69
영업이익(발표기준),72,10,5,-14,69
세전계속사업이익,33,-28,-15,-27,88
당기순이익,14,-36,-22,-101,71
  당기순이익(지배),14,-35,-21,-100,71
  당기순이익(비지배),0,-1,-1,-2,0
자산총계,"2,034","2,051","2,048","2,330","2,888"
부채총계,"1,160","1,223","1,189","1,265","1,702"
자본총계,874,828,859,"1,065","1,186"
  자본총계(지배),876,831,862,"1,069","1,187"
  자본총계(비지배),-2,,-2,-4,-2
자본금,181,181,181,181,181
영업활동현금흐름,67,10,-79,17,-20
투자활동현금흐름,-11,-43,28,51,-141
재무활동현금흐름,-47,52,72,3,151
CAPEX,2,2,7,3,1
FCF,66,8,-86,14,-21
이자발생부채,716,792,788,732,867
영업이익률,7.84,1.17,0.63,-1.51,6.79
순이익률,1.47,-4.30,-3.01,-10.95,6.94
ROE(%),1.68,-4.11,-2.52,-10.32,6.28
ROA(%),0.66,-1.75,-1.07,-4.63,2.72
부채비율,132.78,147.78,138.34,118.83,143.53
자본유보율,409.53,385.27,396.95,493.67,541.88
EPS(원),37,-97,-59,-275,196
PER(배),57.73,N/A,N/A,N/A,16.02
BPS(원),"3,206","3,055","2,842","3,412","3,790"
PBR(배),0.67,0.63,1.11,1.24,0.83
현금DPS(원),25,25,25,35,25
현금배당수익률,1.16,1.31,0.79,0.83,0.80
현금배당성향(%),23.62,-8.98,-19.32,-6.33,11.05
발행주식수(보통주),"36,212,160","36,212,160","36,212,160","36,212,160","36,212,160"
