주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"351,446","351,492","380,488","366,265","417,022","478,268","516,881","555,564"
영업이익,"20,249","20,250","23,593","18,303","20,401","21,853","27,162","30,772"
영업이익(발표기준),"20,249","20,250","23,593","18,303","20,401",,,
세전계속사업이익,"27,344","24,749","32,143","21,180","31,945","35,677","42,065","46,590"
당기순이익,"15,577","18,882","22,943","15,268","23,625","26,264","30,983","34,245"
  당기순이익(지배),"15,682","18,888","22,907","15,291","23,523","26,058","30,796","34,191"
  당기순이익(비지배),-104,-6,36,-23,102,,,
자산총계,"417,368","430,711","466,061","484,977","514,825","548,733","583,291","619,814"
부채총계,"123,779","123,677","141,964","151,696","161,251","172,592","179,373","185,088"
자본총계,"293,590","307,034","324,096","333,281","353,575","376,141","403,917","434,726"
  자본총계(지배),"292,954","306,305","323,300","332,527","352,730","375,487","403,157","433,295"
  자본총계(비지배),636,,796,755,844,,,
자본금,"4,911","4,911","4,911","4,911","4,911","4,910","4,910","4,910"
영업활동현금흐름,"19,487","16,101","26,441","24,767","26,088","27,099","30,741","34,494"
투자활동현금흐름,"-10,655","-9,440","-7,202","-12,568","-19,534","-17,412","-17,546","-17,415"
재무활동현금흐름,"-3,955","-7,206","-9,720","-2,319","-9,624",0,-36,971
CAPEX,"6,769","5,314","7,894","10,959","9,218","12,383","11,838","11,816"
FCF,"12,719","10,787","18,546","13,808","16,870","10,677","15,213","18,495"
이자발생부채,"30,667","27,011","30,012","32,895","35,110",,,
영업이익률,5.76,5.76,6.20,5.00,4.89,4.57,5.25,5.54
순이익률,4.43,5.37,6.03,4.17,5.67,5.49,5.99,6.16
ROE(%),5.43,6.30,7.28,4.66,6.87,7.16,7.91,8.18
ROA(%),3.73,4.45,5.12,3.21,4.73,4.94,5.47,5.69
부채비율,42.16,40.28,43.80,45.52,45.61,45.89,44.41,42.58
자본유보율,"6,146.92","6,412.49","6,730.80","6,974.06","7,346.53",,,
EPS(원),"16,109","19,403","23,867","16,082","24,818","27,552","32,562","36,151"
PER(배),16.33,9.79,10.73,15.89,10.25,7.24,6.13,5.52
BPS(원),"309,334","323,432","345,993","359,387","387,397","412,391","442,780","475,880"
PBR(배),0.85,0.59,0.74,0.71,0.66,0.48,0.45,0.42
현금DPS(원),"3,500","4,000","4,000","4,000","4,000","4,544","4,791","4,721"
현금배당수익률,1.33,2.11,1.56,1.57,1.57,2.28,2.40,2.37
현금배당성향(%),21.14,20.06,16.37,24.20,15.51,16.49,14.71,13.06
발행주식수(보통주),"97,343,863","97,343,863","95,306,694","95,054,694","94,573,094",,,
