주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"35,484","25,570","26,967","28,680","36,353",,,
영업이익,"1,330","1,585",997,"2,392","8,855","3,470","3,480","3,550"
영업이익(발표기준),"1,330","1,585",997,"2,392","8,855",,,
세전계속사업이익,"1,513","1,893","1,291","2,194","8,673","3,590","3,560","3,610"
당기순이익,"1,159","1,407",940,"1,470","6,158","2,460","2,440","2,480"
  당기순이익(지배),"1,159","1,408",947,"1,482","6,166","2,470","2,450","2,490"
  당기순이익(비지배),0,-1,-8,-11,-8,,,
자산총계,"174,468","191,513","194,373","215,038","227,632","228,490","240,630","253,420"
부채총계,"155,789","171,504","174,202","194,265","201,100","200,500","210,980","222,080"
자본총계,"18,679","20,009","20,170","20,774","26,532","27,990","29,650","31,340"
  자본총계(지배),"18,677","19,692","19,845","20,483","26,217","27,650","29,290","30,960"
  자본총계(비지배),2,317,326,291,315,,,
자본금,"4,349","4,349","4,349","4,349","4,349","2,550","2,550","2,550"
영업활동현금흐름,"-6,436","-15,981","-7,223","-4,794","-14,026",,,
투자활동현금흐름,"-1,866",-98,340,-769,"-4,298",,,
재무활동현금흐름,"8,439","18,935","9,100","4,447","18,622",,,
CAPEX,767,191,449,132,220,,,
FCF,,,,,,,,
이자발생부채,"41,860","54,370","58,288","61,437","79,479",,,
영업이익률,3.75,6.20,3.70,8.34,24.36,,,
순이익률,3.27,5.50,3.48,5.13,16.94,,,
ROE(%),6.36,7.34,4.79,7.35,26.41,9.17,8.61,8.27
ROA(%),0.66,0.77,0.49,0.72,2.79,1.08,1.04,1.00
부채비율,834.04,857.14,863.65,935.15,757.95,716.33,711.57,708.62
자본유보율,370.72,400.48,415.00,434.22,564.92,,,
EPS(원),"1,336","1,623","1,092","1,707","7,106","2,846","2,823","2,870"
PER(배),10.78,6.99,10.95,7.61,2.62,5.66,5.70,5.61
BPS(원),"26,135","27,460","29,197","30,963","39,313","42,301","44,810","47,365"
PBR(배),0.55,0.41,0.41,0.42,0.47,0.38,0.36,0.34
현금DPS(원),610,620,"1,000","1,200","1,400","1,200","1,200","1,200"
현금배당수익률,4.24,5.46,8.37,9.23,7.51,7.45,7.45,7.45
현금배당성향(%),38.54,32.33,72.88,54.29,15.31,24.67,24.87,24.47
발행주식수(보통주),"50,773,400","50,773,400","50,773,400","50,773,400","50,773,400",,,
