주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"9,353","8,419","9,722","11,949","14,906"
영업이익,305,156,255,325,-43
영업이익(발표기준),305,156,255,325,-43
세전계속사업이익,214,-139,114,254,-66
당기순이익,187,-199,64,262,-93
  당기순이익(지배),187,-200,65,262,-93
  당기순이익(비지배),0,1,0,0,0
자산총계,"5,035","5,130","4,953","5,914","7,887"
부채총계,"2,902","3,112","2,335","3,123","5,104"
자본총계,"2,134","2,019","2,618","2,791","2,783"
  자본총계(지배),"2,131","2,015","2,615","2,788","2,780"
  자본총계(비지배),3,,3,3,3
자본금,"1,105","1,105","1,605","1,605","1,605"
영업활동현금흐름,416,224,948,420,-562
투자활동현금흐름,-281,-466,-130,-366,-952
재무활동현금흐름,-289,243,-257,318,"1,241"
CAPEX,262,413,189,342,722
FCF,155,-189,759,78,"-1,284"
이자발생부채,"1,649","1,901","1,185","1,488","2,849"
영업이익률,3.26,1.85,2.62,2.72,-0.29
순이익률,2.00,-2.37,0.66,2.19,-0.63
ROE(%),8.96,-9.64,2.79,9.70,-3.35
ROA(%),3.68,-3.92,1.28,4.82,-1.35
부채비율,136.00,154.15,89.17,111.89,183.41
자본유보율,125.66,110.20,77.17,94.23,87.70
EPS(원),779,-832,234,816,-291
PER(배),19.75,N/A,38.28,12.43,N/A
BPS(원),"9,136","8,640","8,324","8,874","8,848"
PBR(배),1.68,0.66,1.07,1.14,0.88
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"24,015,928","24,015,928","32,109,878","32,109,878","32,109,878"
