주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"8,439","10,455","10,003","8,720","10,267"
영업이익,224,-212,156,211,451
영업이익(발표기준),224,-212,156,211,451
세전계속사업이익,8,-494,"1,070",-185,185
당기순이익,206,373,421,-33,767
  당기순이익(지배),150,11,460,-39,768
  당기순이익(비지배),56,361,-38,6,-1
자산총계,"23,542","25,751","18,033","15,882","13,550"
부채총계,"19,071","20,833","14,559","13,002","9,925"
자본총계,"4,472","4,918","3,473","2,880","3,625"
  자본총계(지배),"2,888","2,871","3,185","2,851","3,615"
  자본총계(비지배),"1,584",,289,29,10
자본금,468,468,468,468,468
영업활동현금흐름,"-1,485",-835,-379,177,-113
투자활동현금흐름,-894,-446,444,969,"1,551"
재무활동현금흐름,"1,872","1,275",643,"-1,212","-1,298"
CAPEX,527,386,651,428,457
FCF,"-2,012","-1,221","-1,030",-250,-570
이자발생부채,"16,367","10,130","12,517","11,319","8,718"
영업이익률,2.66,-2.03,1.57,2.42,4.39
순이익률,2.45,3.56,4.21,-0.38,7.47
ROE(%),5.27,0.39,15.18,-1.30,23.75
ROA(%),0.93,1.51,1.92,-0.20,5.21
부채비율,426.47,423.61,419.16,451.43,273.80
자본유보율,564.05,561.82,639.52,600.62,744.33
EPS(원),320,24,982,-84,"1,640"
PER(배),21.76,186.12,5.06,N/A,3.30
BPS(원),"6,168","6,131","6,802","6,261","8,075"
PBR(배),1.13,0.73,0.73,0.74,0.67
현금DPS(원),86,100,300,210,270
현금배당수익률,1.23,2.22,6.04,4.55,4.99
현금배당성향(%),26.85,413.15,30.56,-250.79,15.74
발행주식수(보통주),"46,822,295","46,822,295","46,822,295","46,822,295","46,822,295"
