주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"14,894","15,986","22,622","25,050","30,011","33,698","36,782","39,473"
영업이익,634,46,436,932,"1,105","1,494","1,928","2,168"
영업이익(발표기준),634,46,436,932,"1,105",,,
세전계속사업이익,"1,199",301,819,890,"1,555","1,790","2,233","2,515"
당기순이익,"1,000",252,871,642,962,"1,354","1,679","1,880"
  당기순이익(지배),972,251,858,657,965,"1,353","1,680","1,883"
  당기순이익(비지배),28,0,13,-15,-2,,,
자산총계,"16,003","17,304","22,736","23,390","25,675","27,303","29,284","31,420"
부채총계,"5,771","7,076","8,949","9,138","10,490","10,988","11,500","12,040"
자본총계,"10,232","10,228","13,787","14,252","15,185","16,315","17,784","19,379"
  자본총계(지배),"10,079","10,056","13,605","14,095","15,018","16,162","17,565","19,219"
  자본총계(비지배),153,173,182,156,167,,,
자본금,169,169,241,241,241,240,240,241
영업활동현금흐름,"1,512",530,-410,"1,628","1,916","2,275","2,626","2,954"
투자활동현금흐름,"-1,237",-589,213,"-1,714",-945,"-1,826","-1,949","-2,073"
재무활동현금흐름,-353,-38,457,213,775,-270,-251,-177
CAPEX,641,756,"1,173","1,645","1,577","1,973","2,099","2,232"
FCF,872,-226,"-1,584",-16,339,308,539,934
이자발생부채,"2,202","2,346","2,801","3,074","4,346",,,
영업이익률,4.25,0.29,1.93,3.72,3.68,4.43,5.24,5.49
순이익률,6.71,1.57,3.85,2.56,3.21,4.02,4.57,4.76
ROE(%),9.97,2.50,7.25,4.74,6.63,8.68,9.96,10.24
ROA(%),6.19,1.51,4.35,2.78,3.92,5.11,5.93,6.19
부채비율,56.40,69.18,64.91,64.12,69.08,67.35,64.66,62.13
자본유보율,"5,959.55","5,972.99","5,691.15","5,940.88","6,207.21",,,
EPS(원),"2,870",743,"1,921","1,362","2,001","2,877","3,617","4,054"
PER(배),8.54,26.87,9.45,11.93,15.59,9.64,7.67,6.85
BPS(원),"29,763","29,693","29,291","30,605","32,608","36,483","39,649","43,383"
PBR(배),0.82,0.67,0.62,0.53,0.96,0.76,0.70,0.64
현금DPS(원),400,400,400,500,500,533,550,580
현금배당수익률,1.63,2.01,2.20,3.08,1.60,1.92,1.98,2.09
현금배당성향(%),13.94,53.87,21.65,35.06,23.88,19.00,15.78,14.85
발행주식수(보통주),"33,865,090","33,865,090","48,203,277","48,203,277","48,203,277",,,
