주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,546","2,691","2,417","2,148","2,527"
영업이익,69,5,-150,-309,-130
영업이익(발표기준),69,5,-150,-309,-130
세전계속사업이익,-89,-119,-175,-352,-437
당기순이익,-103,-112,-175,-352,-502
  당기순이익(지배),-109,-110,-173,-351,-499
  당기순이익(비지배),6,-2,-2,-1,-2
자산총계,"2,517","1,933","1,830","1,921","1,965"
부채총계,"1,550",899,952,"1,202","1,492"
자본총계,967,"1,034",878,719,473
  자본총계(지배),866,"1,029",875,717,473
  자본총계(비지배),101,,3,2,0
자본금,584,792,792,992,318
영업활동현금흐름,123,38,-34,-256,-87
투자활동현금흐름,-156,86,-57,-76,21
재무활동현금흐름,26,-126,86,443,170
CAPEX,35,152,46,29,36
FCF,87,-114,-79,-285,-123
이자발생부채,"1,238",624,697,940,853
영업이익률,2.73,0.17,-6.22,-14.41,-5.16
순이익률,-4.06,-4.17,-7.25,-16.37,-19.84
ROE(%),-12.50,-11.63,-18.17,-44.05,-83.92
ROA(%),-4.45,-5.05,-9.31,-18.75,-25.81
부채비율,160.21,86.92,108.34,167.22,315.43
자본유보율,43.47,20.55,-1.01,-36.29,24.51
EPS(원),-438,-408,-512,-995,"-1,214"
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"3,530","3,079","2,593","1,806",745
PBR(배),0.75,1.02,1.28,1.65,1.56
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"24,867,582","33,761,526","33,761,526","39,694,519","63,511,228"
