주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"7,299","7,236","7,175","6,550","8,958"
영업이익,351,197,195,9,354
영업이익(발표기준),351,197,195,9,354
세전계속사업이익,313,153,149,-49,344
당기순이익,237,111,110,-43,268
  당기순이익(지배),237,112,110,-44,261
  당기순이익(비지배),0,-1,0,2,6
자산총계,"5,273","5,000","5,732","5,524","6,511"
부채총계,"2,060","1,749","2,458","2,376","3,108"
자본총계,"3,213","3,251","3,274","3,148","3,404"
  자본총계(지배),"3,116","3,154","3,172","3,046","3,287"
  자본총계(비지배),97,,102,102,117
자본금,428,428,428,428,428
영업활동현금흐름,29,358,141,550,-267
투자활동현금흐름,-104,-76,-484,-97,-226
재무활동현금흐름,-73,-310,323,-306,287
CAPEX,103,78,86,105,176
FCF,-74,280,55,446,-443
이자발생부채,"1,157",920,"1,622","1,418","1,831"
영업이익률,4.80,2.72,2.71,0.13,3.96
순이익률,3.25,1.53,1.53,-0.65,2.99
ROE(%),7.81,3.56,3.47,-1.42,8.25
ROA(%),4.54,2.15,2.05,-0.76,4.45
부채비율,64.13,53.81,75.07,75.47,91.30
자본유보율,637.37,646.56,652.11,624.98,674.66
EPS(원),"2,766","1,302","1,280",-515,"3,048"
PER(배),7.27,11.44,10.51,N/A,5.17
BPS(원),"36,995","37,475","37,702","36,457","39,391"
PBR(배),0.54,0.40,0.36,0.32,0.40
현금DPS(원),750,900,900,700,"1,200"
현금배당수익률,3.73,6.04,6.69,5.93,7.62
현금배당성향(%),26.65,67.88,69.02,-105.13,38.34
발행주식수(보통주),"8,570,000","8,570,000","8,570,000","8,570,000","8,570,000"
