주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"268,986","295,234","337,797","319,991","344,840","369,289","392,215","409,371"
영업이익,"13,260","13,325","15,092","13,903","18,818","21,081","23,245","24,511"
영업이익(발표기준),"13,260","13,325","15,092","13,903","18,818",,,
세전계속사업이익,"15,752","13,197","5,971","5,137","13,008","15,232","17,250","16,237"
당기순이익,"11,377","8,800","3,238","2,040","8,070","9,890","11,259","12,178"
  당기순이익(지배),"4,637","2,761","2,671",866,"2,750","4,077","4,853","6,015"
  당기순이익(비지배),"6,740","6,040",567,"1,174","5,320",,,
자산총계,"293,254","317,295","403,814","400,250","419,560","426,950","440,687","443,890"
부채총계,"173,332","192,077","257,663","246,287","254,925","257,025","262,358","272,727"
자본총계,"119,922","125,218","146,151","153,962","164,635","169,925","178,329","171,163"
  자본총계(지배),"39,298","40,587","45,096","46,435","50,660","54,090","58,380",
  자본총계(비지배),"80,624",,"101,055","107,527","113,975",,,
자본금,"1,579","1,579","1,790","1,790","1,790","1,790","1,790","1,790"
영업활동현금흐름,"22,404","15,411","38,646","30,328","33,532","31,435","31,316","29,542"
투자활동현금흐름,"-28,638","-21,260","-48,957","-14,438","-16,235","-8,951","-8,901","-23,141"
재무활동현금흐름,"7,182","8,274","11,671","-5,372","-12,302","-3,177","-2,465","1,621"
CAPEX,"22,729","24,583","22,048","12,342","14,581","9,257","8,729","12,000"
FCF,-325,"-9,172","16,598","17,986","18,951","17,639","18,183","6,401"
이자발생부채,"105,978","120,449","169,744","161,623","166,998",,,
영업이익률,4.93,4.51,4.47,4.35,5.46,5.71,5.93,5.99
순이익률,4.23,2.98,0.96,0.64,2.34,2.68,2.87,2.97
ROE(%),12.10,6.91,6.24,1.89,5.66,7.78,8.63,
ROA(%),4.04,2.88,0.90,0.51,1.97,2.34,2.60,2.75
부채비율,144.54,153.39,176.30,159.97,154.84,151.26,147.12,159.34
자본유보율,"2,601.61","2,741.67","2,527.96","2,567.70","2,682.28",,,
EPS(원),"13,002","7,741","7,491","2,430","7,710","11,431","13,607","16,866"
PER(배),13.16,15.70,12.90,37.91,10.82,7.28,6.11,4.93
BPS(원),"120,209","125,257","134,491","138,484","151,085","161,314","174,108",
PBR(배),1.42,0.97,0.72,0.67,0.55,0.52,0.48,
현금DPS(원),"1,450","1,450","1,850","2,000","2,300","2,262","2,352","2,400"
현금배당수익률,0.85,1.19,1.92,2.17,2.76,2.72,2.83,2.88
현금배당성향(%),8.93,14.84,23.26,77.52,28.09,16.19,14.14,11.64
발행주식수(보통주),"29,176,998","29,176,998","29,176,998","29,176,998","29,176,998",,,
