주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,996,820,760,786,837
영업이익,21,-110,-154,17,11
영업이익(발표기준),21,-110,-154,17,11
세전계속사업이익,9,-231,-189,11,3
당기순이익,107,-279,-202,17,-9
  당기순이익(지배),108,-279,-202,17,-9
  당기순이익(비지배),0,0,,,
자산총계,"2,178","2,005","1,631","1,491","1,531"
부채총계,"1,182","1,311",867,705,689
자본총계,996,694,764,786,842
  자본총계(지배),996,694,764,786,842
  자본총계(비지배),-1,,,,
자본금,483,483,630,637,690
영업활동현금흐름,7,-20,46,82,125
투자활동현금흐름,-112,-60,121,-4,-39
재무활동현금흐름,101,167,-117,-146,84
CAPEX,170,23,23,44,41
FCF,-163,-43,23,39,84
이자발생부채,755,913,571,426,443
영업이익률,2.08,-13.39,-20.21,2.22,1.26
순이익률,10.78,-33.99,-26.57,2.19,-1.08
ROE(%),11.48,-32.98,-27.71,2.21,-1.12
ROA(%),5.09,-13.33,-11.11,1.10,-0.60
부채비율,118.70,188.89,113.46,89.60,81.74
자본유보율,103.08,45.12,20.59,22.95,24.34
EPS(원),112,-289,-180,13,-7
PER(배),8.75,N/A,N/A,68.08,N/A
BPS(원),"1,032",719,606,617,611
PBR(배),0.95,2.63,1.86,1.49,1.48
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"96,570,546","96,570,546","126,018,258","127,449,373","138,014,479"
