주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"3,711","2,831","2,320","2,639","3,105"
영업이익,349,255,75,57,148
영업이익(발표기준),349,255,75,57,148
세전계속사업이익,356,237,40,56,142
당기순이익,282,181,33,45,118
  당기순이익(지배),282,181,33,45,118
  당기순이익(비지배),,,,,
자산총계,"3,066","3,567","3,926","3,876","3,782"
부채총계,"1,253","1,687","2,043","1,976","1,808"
자본총계,"1,813","1,881","1,883","1,900","1,974"
  자본총계(지배),"1,813","1,881","1,883","1,900","1,974"
  자본총계(비지배),,,,,
자본금,105,105,105,105,105
영업활동현금흐름,413,212,-70,327,467
투자활동현금흐름,-462,-457,-452,-172,-113
재무활동현금흐름,175,300,367,-64,-374
CAPEX,459,450,465,284,130
FCF,-46,-238,-535,43,336
이자발생부채,618,"1,037","1,506","1,510","1,195"
영업이익률,9.42,9.01,3.21,2.17,4.77
순이익률,7.61,6.40,1.41,1.69,3.80
ROE(%),16.56,9.80,1.74,2.36,6.10
ROA(%),9.92,5.46,0.87,1.14,3.08
부채비율,69.13,89.69,108.44,104.03,91.60
자본유보율,"1,632.19","1,699.15","1,701.67","1,716.76","1,787.77"
EPS(원),"1,345",862,156,212,562
PER(배),16.14,11.33,74.60,56.76,23.29
BPS(원),"8,758","9,085","9,099","9,178","9,536"
PBR(배),2.48,1.08,1.27,1.31,1.37
현금DPS(원),400,300,150,150,300
현금배당수익률,1.84,3.07,1.29,1.24,2.29
현금배당성향(%),29.32,34.30,95.09,69.65,52.57
발행주식수(보통주),"21,000,000","21,000,000","21,000,000","21,000,000","21,000,000"
