주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,232","2,408","2,162","2,245","3,636"
영업이익,211,194,31,-72,43
영업이익(발표기준),211,194,31,-72,43
세전계속사업이익,241,212,32,-97,-12
당기순이익,186,182,19,-79,-6
  당기순이익(지배),186,182,19,-79,-24
  당기순이익(비지배),0,0,0,0,18
자산총계,"2,259","2,124","2,147","2,495","2,985"
부채총계,"1,051",857,914,"1,301","1,732"
자본총계,"1,208","1,267","1,233","1,195","1,253"
  자본총계(지배),"1,208","1,267","1,233","1,180","1,222"
  자본총계(비지배),0,,0,14,31
자본금,80,80,80,80,87
영업활동현금흐름,-138,253,110,-125,-130
투자활동현금흐름,-100,-120,-88,-286,-179
재무활동현금흐름,215,-89,-12,477,289
CAPEX,126,30,37,311,177
FCF,-264,223,73,-435,-308
이자발생부채,446,403,448,921,"1,172"
영업이익률,9.43,8.07,1.42,-3.21,1.19
순이익률,8.36,7.54,0.87,-3.51,-0.17
ROE(%),16.59,14.67,1.51,-6.54,-2.02
ROA(%),9.74,8.29,0.88,-3.40,-0.22
부채비율,86.96,67.65,74.11,108.88,138.16
자본유보율,"1,408.53","1,495.00","1,474.23","1,419.99","1,326.88"
EPS(원),"1,211","1,179",123,-513,-150
PER(배),5.42,6.95,56.65,N/A,N/A
BPS(원),"7,846","8,298","8,222","7,956","7,481"
PBR(배),0.84,0.99,0.85,0.63,0.65
현금DPS(원),250,200,0,0,
현금배당수익률,3.81,2.44,0.00,0.00,
현금배당성향(%),20.64,16.82,0.00,0.00,
발행주식수(보통주),"15,400,000","15,400,000","15,400,000","15,400,000","16,876,561"
