주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"9,633","10,263","10,424","10,785","12,509","14,083","15,190","16,650"
영업이익,880,788,752,977,900,"1,214","1,384","1,590"
영업이익(발표기준),880,788,752,977,900,,,
세전계속사업이익,888,652,626,853,652,"1,159","1,334","1,530"
당기순이익,847,636,468,616,481,881,"1,014","1,163"
  당기순이익(지배),684,534,382,515,399,881,"1,014","1,163"
  당기순이익(비지배),163,102,86,102,83,,,
자산총계,"11,807","11,241","11,546","12,558","14,920","16,810","18,181","19,025"
부채총계,"6,904","5,875","5,808","6,394","8,266","8,004","8,537","8,393"
자본총계,"4,903","5,365","5,738","6,165","6,654","8,806","9,644","10,632"
  자본총계(지배),"3,866","4,245","4,537","4,845","6,630","7,401","8,240","9,227"
  자본총계(비지배),"1,037",,"1,200","1,320",24,,,
자본금,"1,294","1,294","1,294","1,294","1,473","1,459","1,459","1,459"
영업활동현금흐름,421,750,"1,227","1,336",853,"1,194","1,323","1,614"
투자활동현금흐름,78,-364,"-1,227","-1,426","-1,718",-746,-804,-879
재무활동현금흐름,"-1,550",-121,-311,156,"1,040",125,125,-475
CAPEX,361,865,"1,277","1,205",762,704,760,833
FCF,60,-115,-51,131,92,481,554,771
이자발생부채,"3,782","3,923","3,905","4,363","5,705",,,
영업이익률,9.13,7.68,7.21,9.06,7.20,8.62,9.11,9.55
순이익률,8.79,6.20,4.49,5.71,3.85,6.26,6.68,6.98
ROE(%),20.80,13.17,8.69,10.97,6.95,12.56,12.97,13.32
ROA(%),6.80,5.52,4.11,5.11,3.50,5.55,5.80,6.25
부채비율,140.82,109.51,101.23,103.71,124.24,90.89,88.52,78.94
자본유보율,187.62,215.07,234.62,264.46,249.01,,,
EPS(원),"2,753","2,064","1,474","1,989","1,489","2,991","3,443","3,949"
PER(배),17.07,13.25,19.94,17.95,34.39,19.02,16.53,14.41
BPS(원),"15,049","16,527","17,664","18,861","22,662","25,298","28,166","31,539"
PBR(배),3.12,1.65,1.66,1.89,2.26,2.25,2.02,1.80
현금DPS(원),500,500,500,600,600,600,600,600
현금배당수익률,1.06,1.83,1.70,1.68,1.17,1.05,1.05,1.05
현금배당성향(%),18.80,24.06,33.69,29.97,44.06,19.88,17.27,15.06
발행주식수(보통주),"25,618,511","25,618,511","25,618,511","25,618,511","29,188,411",,,
