주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"25,526","28,025","30,303","31,703","34,906","37,356","39,457","42,870"
영업이익,724,872,"1,014","1,163","1,304","1,299","1,441","1,603"
영업이익(발표기준),724,872,"1,014","1,163","1,304",,,
세전계속사업이익,673,714,870,"1,033",959,"1,145","1,294","1,449"
당기순이익,514,567,657,779,695,855,963,"1,050"
  당기순이익(지배),514,567,657,779,695,855,963,"1,050"
  당기순이익(비지배),0,0,,,,,,
자산총계,"13,691","14,036","15,735","16,839","19,357","19,727","20,697","21,625"
부채총계,"7,759","7,711","8,923","9,370","11,369","11,030","11,188","11,175"
자본총계,"5,932","6,325","6,812","7,469","7,988","8,697","9,509","10,450"
  자본총계(지배),"5,931","6,325","6,812","7,469","7,988","8,697","9,509","10,450"
  자본총계(비지배),2,,,,,,,
자본금,193,193,193,193,193,192,192,193
영업활동현금흐름,497,261,"1,342","1,563","1,596","1,547","1,521","1,420"
투자활동현금흐름,"-2,329",-843,"-1,600","-1,520","-2,083",-765,-837,-831
재무활동현금흐름,"1,801",164,390,60,773,-925,-424,-629
CAPEX,903,897,"1,780",879,723,773,773,820
FCF,-407,-636,-438,683,873,712,754,600
이자발생부채,"4,226","4,630","5,493","6,141","7,561",,,
영업이익률,2.84,3.11,3.35,3.67,3.74,3.48,3.65,3.74
순이익률,2.01,2.02,2.17,2.46,1.99,2.29,2.44,2.45
ROE(%),8.97,9.26,10.00,10.91,8.99,10.25,10.57,10.52
ROA(%),4.19,4.09,4.41,4.78,3.84,4.37,4.76,4.96
부채비율,130.79,121.92,130.99,125.44,142.32,126.83,117.65,106.94
자본유보율,"3,052.59","3,298.77","3,580.92","3,924.80","4,214.97",,,
EPS(원),"13,313","14,699","17,015","20,194","18,009","22,150","24,943","27,208"
PER(배),17.58,19.56,13.28,8.86,10.80,7.49,6.66,6.10
BPS(원),"153,682","163,896","176,519","193,553","206,995","225,362","246,403","270,787"
PBR(배),1.52,1.75,1.28,0.92,0.94,0.74,0.67,0.61
현금DPS(원),"2,500","3,000","3,000","3,500","3,500","3,660","3,660","4,000"
현금배당수익률,1.07,1.04,1.33,1.96,1.80,2.20,2.20,2.41
현금배당성향(%),18.78,20.41,17.63,17.33,19.43,16.52,14.67,14.70
발행주식수(보통주),"3,859,124","3,859,124","3,859,124","3,859,124","3,859,124",,,
