주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,670","5,264","6,330","5,921","5,959"
영업이익,146,142,209,246,278
영업이익(발표기준),146,142,209,246,278
세전계속사업이익,-159,171,2,150,18
당기순이익,-94,158,-87,134,-4
  당기순이익(지배),-101,153,-81,131,-8
  당기순이익(비지배),8,5,-5,3,4
자산총계,"5,425","5,541","6,284","5,268","5,313"
부채총계,"4,158","4,239","5,128","4,101","3,998"
자본총계,"1,267","1,302","1,156","1,168","1,315"
  자본총계(지배),"1,036","1,050",902,"1,135","1,293"
  자본총계(비지배),231,252,254,32,21
자본금,378,381,381,443,526
영업활동현금흐름,193,285,297,219,247
투자활동현금흐름,-167,-217,-461,131,-290
재무활동현금흐름,-96,-147,393,-590,90
CAPEX,98,132,345,219,126
FCF,95,153,-48,1,120
이자발생부채,"3,048","2,696","3,360","2,716","2,612"
영업이익률,3.14,2.69,3.31,4.15,4.66
순이익률,-2.00,3.00,-1.37,2.26,-0.06
ROE(%),-9.27,14.67,-8.33,12.87,-0.65
ROA(%),-1.65,2.88,-1.47,2.32,-0.07
부채비율,328.28,325.61,443.42,351.16,304.13
자본유보율,184.81,206.49,178.39,195.22,188.41
EPS(원),-256,423,-231,356,-19
PER(배),N/A,3.13,N/A,6.21,N/A
BPS(원),"2,632","2,995","2,573","2,732","2,706"
PBR(배),0.53,0.44,0.58,0.81,1.49
현금DPS(원),10,10,0,0,
현금배당수익률,0.69,0.72,0.00,0.00,
현금배당성향(%),-3.43,1.54,0.00,0.00,
발행주식수(보통주),"34,239,743","35,231,036","35,231,036","41,737,972","47,971,766"
