주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"5,468","7,093","9,136","10,765","11,532","15,247","17,902","20,090"
영업이익,-186,-94,513,564,265,877,"1,182","1,457"
영업이익(발표기준),-186,-94,513,564,265,,,
세전계속사업이익,-251,-212,403,420,257,858,"1,157","1,427"
당기순이익,-209,-170,385,389,133,714,952,"1,218"
  당기순이익(지배),-209,-170,385,389,133,713,952,"1,218"
  당기순이익(비지배),0,0,0,0,0,,,
자산총계,"2,871","3,467","3,417","4,544","7,109","8,757","10,256","11,484"
부채총계,"2,451","3,214","2,785","3,377","4,426","5,333","5,865","5,882"
자본총계,420,253,632,"1,167","2,683","3,424","4,391","5,602"
  자본총계(지배),420,253,632,"1,167","2,680","3,464","4,429","5,576"
  자본총계(비지배),0,0,0,0,3,,,
자본금,186,187,189,200,250,250,250,250
영업활동현금흐름,-27,-299,907,420,"-1,789",808,"1,154","1,586"
투자활동현금흐름,-357,-255,-217,-574,-636,-242,-289,-366
재무활동현금흐름,233,478,-375,261,"2,190",176,18,-103
CAPEX,407,187,178,487,578,212,262,343
FCF,-433,-486,729,-66,"-2,367",472,774,"1,050"
이자발생부채,"1,067","1,589","1,334","1,546","2,622",,,
영업이익률,-3.41,-1.32,5.62,5.24,2.30,5.75,6.60,7.25
순이익률,-3.81,-2.39,4.21,3.61,1.16,4.68,5.32,6.06
ROE(%),-39.66,-50.46,86.98,43.26,6.94,23.22,24.11,24.35
ROA(%),-6.87,-5.36,11.18,9.78,2.29,9.00,10.02,11.21
부채비율,584.05,"1,269.68",440.89,289.41,164.97,155.73,133.58,105.00
자본유보율,130.57,42.27,248.13,518.37,986.07,,,
EPS(원),-554,-451,"1,013",982,273,"1,426","1,903","2,436"
PER(배),,,,,82.30,16.55,12.40,9.69
BPS(원),"1,114",670,"1,655","2,922","5,368","6,943","8,878","11,176"
PBR(배),0.00,0.00,0.00,0.00,4.18,3.40,2.66,2.11
현금DPS(원),0,0,0,0,,0,0,0
현금배당수익률,,,,,,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,,,,
발행주식수(보통주),"31,938,888","32,038,888","33,948,362","36,108,362","50,005,551",,,
