주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,825,822,811,732,797
영업이익,63,54,69,36,66
영업이익(발표기준),63,54,69,36,66
세전계속사업이익,53,67,83,44,80
당기순이익,40,52,64,33,61
  당기순이익(지배),40,52,64,33,61
  당기순이익(비지배),0,0,0,0,0
자산총계,990,"1,015","1,025",987,"1,065"
부채총계,262,222,185,128,136
자본총계,728,793,840,859,929
  자본총계(지배),726,793,840,859,928
  자본총계(비지배),2,,1,1,1
자본금,50,50,50,50,50
영업활동현금흐름,62,57,69,104,37
투자활동현금흐름,-81,45,-77,4,-50
재무활동현금흐름,-27,-57,-48,-72,-31
CAPEX,41,41,29,19,21
FCF,20,16,40,85,16
이자발생부채,134,91,63,5,0
영업이익률,7.63,6.59,8.54,4.89,8.28
순이익률,4.87,6.32,7.91,4.47,7.64
ROE(%),5.60,6.87,7.84,3.84,6.81
ROA(%),4.07,5.18,6.28,3.25,5.94
부채비율,35.91,28.03,22.01,14.85,14.61
자본유보율,"1,707.82","1,841.69","1,929.38","1,970.93","2,044.19"
EPS(원),400,522,640,326,608
PER(배),14.74,11.90,12.16,22.12,14.33
BPS(원),"9,685","10,570","11,195","11,452","12,565"
PBR(배),0.61,0.59,0.69,0.63,0.69
현금DPS(원),180,200,220,220,270
현금배당수익률,3.05,3.22,2.83,3.05,3.10
현금배당성향(%),33.72,28.74,25.79,50.54,32.79
발행주식수(보통주),"10,000,000","10,000,000","10,000,000","10,000,000","10,000,000"
