주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"7,713","8,360","8,843","8,480","9,552"
영업이익,173,102,250,358,267
영업이익(발표기준),173,102,250,358,267
세전계속사업이익,867,137,346,437,268
당기순이익,620,27,199,291,107
  당기순이익(지배),426,-82,46,140,16
  당기순이익(비지배),194,108,153,151,91
자산총계,"9,886","9,871","10,074","10,511","10,555"
부채총계,"4,111","4,256","4,399","4,731","4,720"
자본총계,"5,775","5,615","5,675","5,780","5,835"
  자본총계(지배),"3,812","3,653","3,653","3,712","3,681"
  자본총계(비지배),"1,963",,"2,021","2,067","2,154"
자본금,85,85,85,85,85
영업활동현금흐름,307,74,574,505,254
투자활동현금흐름,52,-176,-415,-140,-4
재무활동현금흐름,-327,-52,-237,57,-271
CAPEX,394,175,291,233,166
FCF,-87,-101,283,273,88
이자발생부채,"1,791","1,950","1,940","2,175","2,056"
영업이익률,2.24,1.22,2.83,4.22,2.79
순이익률,8.04,0.32,2.25,3.43,1.12
ROE(%),11.67,-2.19,1.25,3.80,0.43
ROA(%),6.33,0.27,2.00,2.83,1.02
부채비율,71.19,75.81,77.52,81.86,80.89
자본유보율,"4,619.80","4,470.41","4,455.16","4,574.97","4,471.49"
EPS(원),"3,162",-607,339,"1,038",118
PER(배),5.09,N/A,36.82,10.54,107.63
BPS(원),"36,584","35,053","35,057","35,634","35,333"
PBR(배),0.44,0.35,0.36,0.31,0.36
현금DPS(원),450,450,400,450,450
현금배당수익률,2.80,3.67,3.20,4.11,3.53
현금배당성향(%),11.01,-57.31,91.14,33.51,293.73
발행주식수(보통주),"13,291,151","13,291,151","13,291,151","13,291,151","13,291,151"
