주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,654","1,208",994,768,530
영업이익,-42,-270,-105,-101,-183
영업이익(발표기준),-42,-270,-105,-101,-183
세전계속사업이익,-344,-436,-56,-333,-261
당기순이익,-337,-440,-55,-388,-258
  당기순이익(지배),-338,-440,-55,-387,-257
  당기순이익(비지배),1,0,0,0,0
자산총계,"2,424","1,721","1,610","1,503","1,160"
부채총계,"1,742","1,440","1,395",868,742
자본총계,683,281,215,635,418
  자본총계(지배),673,272,211,633,416
  자본총계(비지배),9,,4,2,2
자본금,140,147,147,758,791
영업활동현금흐름,0,151,-16,-108,15
투자활동현금흐름,15,77,147,35,21
재무활동현금흐름,-89,-226,-149,395,18
CAPEX,87,39,37,98,276
FCF,-87,113,-53,-207,-261
이자발생부채,"1,215",942,"1,002",603,380
영업이익률,-2.55,-22.35,-10.57,-13.09,-34.54
순이익률,-20.40,-36.39,-5.58,-50.48,-48.65
ROE(%),-39.04,-93.07,-22.79,-91.71,-49.05
ROA(%),-12.62,-21.21,-3.33,-24.90,-19.35
부채비율,255.16,512.13,648.94,136.68,177.65
자본유보율,423.50,136.38,96.88,-6.12,-36.81
EPS(원),"-26,898","-33,623","-4,179","-12,078","-4,901"
PER(배),N/A,N/A,N/A,N/A,N/A
BPS(원),"54,087","20,815","16,184","12,560","7,907"
PBR(배),0.91,3.52,4.53,1.35,1.89
현금DPS(원),0,0,0,0,0
현금배당수익률,0.00,0.00,0.00,0.00,0.00
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"1,256,315","1,316,838","1,316,838","5,052,314","5,276,308"
