주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"6,472","6,881","7,074","7,223","8,335","9,760","10,315","10,800"
영업이익,328,298,208,212,300,390,465,580
영업이익(발표기준),328,298,208,212,300,,,
세전계속사업이익,231,200,179,200,241,345,435,550
당기순이익,121,166,174,101,65,210,320,410
  당기순이익(지배),122,167,174,102,64,210,270,410
  당기순이익(비지배),-1,-1,-1,0,1,,,
자산총계,"10,234","10,614","10,294","10,903","11,216","11,510","11,620","12,110"
부채총계,"6,496","6,745","6,291","6,828","7,076","7,160","6,950","7,030"
자본총계,"3,738","3,869","4,003","4,074","4,140","4,350","4,670","5,080"
  자본총계(지배),"3,737","3,868","4,003","4,069","4,134","4,340","4,660","5,060"
  자본총계(비지배),1,,0,5,6,,,
자본금,"1,285","1,285","1,285","1,285","1,285","1,290","1,290","1,290"
영업활동현금흐름,647,203,597,382,269,750,720,780
투자활동현금흐름,-308,-541,-236,-302,-238,-340,-400,20
재무활동현금흐름,-298,285,-259,121,164,-240,-260,0
CAPEX,274,315,263,341,440,400,420,0
FCF,374,-112,335,41,-172,350,290,780
이자발생부채,"3,273","3,578","3,477","4,087","4,341",,,
영업이익률,5.07,4.33,2.94,2.93,3.60,4.00,4.51,5.37
순이익률,1.87,2.41,2.46,1.40,0.78,2.15,3.10,3.80
ROE(%),3.53,4.38,4.43,2.53,1.57,4.96,6.00,8.44
ROA(%),1.19,1.59,1.66,0.96,0.59,1.85,2.77,3.46
부채비율,173.77,174.35,157.18,167.60,170.91,164.60,148.82,138.39
자본유보율,177.63,200.69,195.88,200.88,205.29,,,
EPS(원),484,660,690,404,255,832,"1,069","1,624"
PER(배),11.66,18.03,10.11,18.14,64.89,14.31,11.13,7.33
BPS(원),"15,039","15,566","16,107","16,373","16,637","17,464","18,752","20,362"
PBR(배),0.38,0.76,0.43,0.45,0.99,0.68,0.63,0.58
현금DPS(원),0,150,150,150,200,200,200,200
현금배당수익률,0.00,1.26,2.15,2.05,1.21,1.68,1.68,1.68
현금배당성향(%),0.00,19.68,21.59,36.94,77.74,23.35,18.16,11.96
발행주식수(보통주),"24,008,482","24,008,482","24,516,073","24,516,073","24,516,073",,,
