주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"8,844","9,562","10,793","13,030","13,436","14,772","16,208","17,754"
영업이익,778,757,746,"1,239",948,"1,012","1,110","1,216"
영업이익(발표기준),778,757,746,"1,239",948,,,
세전계속사업이익,746,683,718,"1,218",806,969,"1,068","1,174"
당기순이익,537,417,530,904,424,727,801,881
  당기순이익(지배),538,424,539,916,427,719,793,872
  당기순이익(비지배),-1,-7,-9,-12,-4,,,
자산총계,"6,772","7,115","8,014","9,463","10,467","11,446","12,377","13,401"
부채총계,"2,739","2,806","3,264","3,947","4,809","5,181","5,431","5,696"
자본총계,"4,033","4,309","4,750","5,516","5,658","6,265","6,946","7,705"
  자본총계(지배),"4,017","4,287","4,735","5,514","5,660","6,267","6,948","7,707"
  자본총계(비지배),16,,14,2,-2,,,
자본금,235,247,259,272,286,286,286,286
영업활동현금흐름,817,426,773,"1,043",129,"1,530",844,936
투자활동현금흐름,-239,-303,-397,-639,-908,-618,-671,-728
재무활동현금흐름,-347,-117,-66,71,851,-112,-112,-112
CAPEX,198,219,218,326,482,530,582,637
FCF,619,207,555,717,-353,,,
이자발생부채,"1,025","1,045","1,181","1,361","2,371",,,
영업이익률,8.79,7.92,6.91,9.51,7.05,6.85,6.85,6.85
순이익률,6.08,4.36,4.91,6.94,3.15,4.92,4.94,4.96
ROE(%),,10.21,11.94,17.88,7.65,12.06,12.00,11.90
ROA(%),,6.01,7.00,10.35,4.25,6.64,6.73,6.83
부채비율,67.92,65.12,68.72,71.56,84.99,82.70,78.19,73.93
자본유보율,"1,604.47","1,671.22","1,766.62","1,984.07","1,989.99",,,
EPS(원),"4,488","3,537","4,495","7,644","3,564","5,998","6,615","7,274"
PER(배),24.38,25.02,19.65,28.29,31.15,15.32,13.89,12.63
BPS(원),"33,525","35,937","39,706","46,297","47,964","53,467","59,277","65,752"
PBR(배),3.26,2.46,2.22,4.67,2.31,1.72,1.55,1.40
현금DPS(원),706,742,779,908,953,"1,085","1,150","1,194"
현금배당수익률,0.65,0.84,0.88,0.42,0.86,1.18,1.25,1.30
현금배당성향(%),15.73,20.85,17.22,11.80,26.31,18.09,17.39,16.41
발행주식수(보통주),"11,988,038","11,988,038","11,988,038","11,988,038","11,988,038",,,
