주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,62,60,64,77,114
영업이익,26,22,23,32,77
영업이익(발표기준),26,22,23,32,77
세전계속사업이익,-45,74,54,-27,144
당기순이익,-45,74,54,-27,144
  당기순이익(지배),-45,74,54,-27,144
  당기순이익(비지배),,,,,
자산총계,474,478,461,400,474
부채총계,25,20,15,15,28
자본총계,449,459,446,386,447
  자본총계(지배),449,459,446,386,447
  자본총계(비지배),,,,,
자본금,760,760,760,760,760
영업활동현금흐름,56,46,53,69,106
투자활동현금흐름,5,-2,,-12,
재무활동현금흐름,-53,-53,-53,-53,-53
CAPEX,,,,,
FCF,56,46,53,69,106
이자발생부채,0,0,0,0,0
영업이익률,41.51,36.05,35.55,41.61,67.63
순이익률,-72.77,122.79,84.61,-34.96,126.04
ROE(%),-9.49,16.31,12.05,-6.51,34.58
ROA(%),-9.10,15.53,11.60,-6.29,32.91
부채비율,5.66,4.30,3.34,3.80,6.20
자본유보율,-42.29,-39.58,-39.41,-49.99,-38.05
EPS(원),-299,487,358,-178,947
PER(배),N/A,5.95,8.13,N/A,3.13
BPS(원),"2,952","3,017","2,934","2,538","2,938"
PBR(배),0.98,0.96,0.99,0.93,1.01
현금DPS(원),353,354,352,343,340
현금배당수익률,12.24,12.23,12.08,14.50,11.47
현금배당성향(%),-117.06,71.92,97.63,-197.55,36.87
발행주식수(보통주),"15,200,004","15,200,004","15,200,004","15,200,004","15,200,004"
