주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"7,533","10,224","9,727","9,532","12,387"
영업이익,364,338,634,791,541
영업이익(발표기준),364,338,634,791,541
세전계속사업이익,686,269,981,889,"1,127"
당기순이익,584,147,758,"1,941",823
  당기순이익(지배),403,37,343,"1,405",462
  당기순이익(비지배),180,111,414,535,362
자산총계,"15,125","14,166","14,490","16,987","18,149"
부채총계,"3,220","2,907","2,677","3,619","4,454"
자본총계,"11,905","11,259","11,813","13,367","13,694"
  자본총계(지배),"6,127","6,058","6,315","7,742","8,212"
  자본총계(비지배),"5,777",,"5,498","5,625","5,482"
자본금,211,211,211,211,211
영업활동현금흐름,622,434,905,896,-238
투자활동현금흐름,-282,"-1,164",-536,339,-122
재무활동현금흐름,-582,343,-315,-124,229
CAPEX,361,609,524,362,666
FCF,261,-175,381,534,-904
이자발생부채,"1,013","1,256","1,201","1,371","2,195"
영업이익률,4.84,3.31,6.52,8.30,4.37
순이익률,7.75,1.44,7.79,20.36,6.65
ROE(%),6.78,0.60,5.55,20.00,5.79
ROA(%),4.29,1.01,5.29,12.33,4.69
부채비율,27.05,25.82,22.66,27.08,32.53
자본유보율,"2,775.88","2,781.04","2,894.92","3,571.67","3,826.65"
EPS(원),"9,548",871,"8,130","33,268","10,928"
PER(배),6.86,70.23,6.69,1.82,5.81
BPS(원),"149,964","148,271","154,553","189,480","208,904"
PBR(배),0.44,0.41,0.35,0.32,0.30
현금DPS(원),"3,850","2,600","2,600","3,100","3,000"
현금배당수익률,5.88,4.25,4.78,5.13,4.72
현금배당성향(%),39.00,288.57,30.93,9.01,25.54
발행주식수(보통주),"4,224,646","4,224,646","4,224,646","4,224,646","4,224,646"
