주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"4,227","4,604","5,243","5,619","6,273","6,835","7,110","7,350"
영업이익,10,250,391,400,414,530,610,640
영업이익(발표기준),10,250,391,400,414,,,
세전계속사업이익,764,266,425,360,707,480,550,580
당기순이익,565,203,322,269,431,370,420,420
  당기순이익(지배),567,203,322,269,430,370,420,420
  당기순이익(비지배),-2,,,0,1,,,
자산총계,"4,025","4,500","5,076","6,480","8,286","8,330","8,730","9,110"
부채총계,"1,529","1,939","2,247","3,077","3,543","3,540","3,580","3,610"
자본총계,"2,497","2,561","2,830","3,403","4,743","4,790","5,150","5,500"
  자본총계(지배),"2,497","2,561","2,830","3,399","4,739","4,790","5,150","5,500"
  자본총계(비지배),,,,4,5,,,
자본금,221,221,221,238,343,340,340,340
영업활동현금흐름,-246,389,470,447,602,260,650,710
투자활동현금흐름,-245,-564,-591,"-1,445",-478,-300,-290,-310
재무활동현금흐름,395,87,90,"1,214","1,120",-70,-60,-70
CAPEX,630,548,670,183,161,200,240,250
FCF,-876,-159,-200,265,440,,,
이자발생부채,663,861,988,"1,915","2,155",,,
영업이익률,0.24,5.42,7.45,7.12,6.61,7.75,8.58,8.71
순이익률,13.36,4.41,6.15,4.78,6.87,5.41,5.91,5.71
ROE(%),,8.03,11.96,8.62,10.58,7.77,8.45,7.89
ROA(%),,4.76,6.73,4.65,5.84,4.45,4.92,4.71
부채비율,61.23,75.72,79.40,90.42,74.70,73.90,69.51,65.64
자본유보율,"1,076.24","1,128.04","1,249.52","1,415.56","1,349.33",,,
EPS(원),962,344,546,435,653,539,611,611
PER(배),7.51,21.79,22.84,36.02,22.34,22.09,19.46,19.46
BPS(원),"4,360","4,509","4,981","5,571","7,192","7,270","7,817","8,348"
PBR(배),1.66,1.66,2.51,2.81,2.03,1.64,1.52,1.43
현금DPS(원),120,45,75,75,100,103,110,120
현금배당수익률,1.66,0.60,0.60,0.48,0.68,0.87,0.92,1.01
현금배당성향(%),11.99,12.42,13.05,16.80,15.31,19.18,17.99,19.63
발행주식수(보통주),"58,963,355","58,963,355","58,963,355","63,525,678","68,690,000",,,
