주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,805","2,267","2,326","1,794","2,355"
영업이익,72,11,20,-61,-164
영업이익(발표기준),72,11,20,-61,-164
세전계속사업이익,54,5,5,-95,-207
당기순이익,47,10,3,-90,-185
  당기순이익(지배),47,10,3,-90,-185
  당기순이익(비지배),,,,,
자산총계,"1,798","2,084","2,019","1,976","2,116"
부채총계,"1,096","1,388","1,312","1,239","1,507"
자본총계,702,696,707,737,609
  자본총계(지배),702,696,707,737,609
  자본총계(비지배),,,,,
자본금,236,236,236,276,276
영업활동현금흐름,39,68,34,70,-113
투자활동현금흐름,-430,-162,-43,-9,-76
재무활동현금흐름,365,167,-37,-24,159
CAPEX,375,221,51,13,61
FCF,-336,-153,-17,56,-174
이자발생부채,837,"1,029",975,910,"1,046"
영업이익률,4.00,0.47,0.87,-3.38,-6.94
순이익률,2.58,0.46,0.11,-5.04,-7.86
ROE(%),6.76,1.47,0.38,-12.53,-27.53
ROA(%),2.94,0.53,0.13,-4.53,-9.05
부채비율,156.19,199.56,185.47,168.15,247.65
자본유보율,210.10,211.70,216.57,184.62,124.90
EPS(원),103,23,6,-190,-347
PER(배),13.51,58.41,279.64,N/A,N/A
BPS(원),"1,609","1,620","1,646","1,467","1,156"
PBR(배),0.86,0.82,0.99,1.57,1.40
현금DPS(원),30,0,0,15,0
현금배당수익률,2.17,0.00,0.00,0.65,0.00
현금배당성향(%),28.08,0.00,0.00,-8.33,
발행주식수(보통주),"45,451,006","45,451,006","45,451,006","53,394,505","53,394,505"
