주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,189","1,340","1,644","1,687","1,877"
영업이익,147,152,138,91,91
영업이익(발표기준),147,152,138,91,91
세전계속사업이익,130,152,140,96,109
당기순이익,74,77,132,73,108
  당기순이익(지배),76,76,117,52,85
  당기순이익(비지배),-2,0,15,20,23
자산총계,"1,569","1,599","2,498","2,477","6,418"
부채총계,589,566,648,592,"1,067"
자본총계,981,"1,033","1,850","1,885","5,351"
  자본총계(지배),966,"1,018","1,801","1,816","4,108"
  자본총계(비지배),,,49,69,"1,243"
자본금,113,113,142,142,142
영업활동현금흐름,146,144,401,92,145
투자활동현금흐름,-242,-41,-100,-774,"-2,852"
재무활동현금흐름,-26,-21,515,-22,"3,724"
CAPEX,103,32,77,226,239
FCF,43,111,324,-134,-94
이자발생부채,215,223,62,93,195
영업이익률,12.33,11.33,8.41,5.39,4.85
순이익률,6.19,5.74,8.02,4.30,5.76
ROE(%),8.37,7.71,8.30,2.88,2.86
ROA(%),4.85,4.85,6.44,2.92,2.43
부채비율,60.04,54.86,35.01,31.37,19.94
자본유보율,941.54,981.58,"1,309.81","1,322.71","2,931.02"
EPS(원),649,654,924,367,597
PER(배),30.47,41.56,30.23,130.57,50.83
BPS(원),"8,264","8,705","12,686","12,792","28,934"
PBR(배),2.39,3.12,2.20,3.74,1.05
현금DPS(원),241,241,300,300,400
현금배당수익률,1.22,0.89,1.07,0.63,1.32
현금배당성향(%),37.10,36.85,36.40,81.75,66.98
발행주식수(보통주),"11,696,733","11,696,733","14,202,975","14,202,975","14,202,975"
