주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"118,411","77,434","65,345","51,991","68,590","81,792","85,718","77,350"
영업이익,"21,858","18,213","9,943","15,861","24,601","27,062","28,922","27,222"
영업이익(발표기준),"21,858","18,213","9,943","15,861","24,601",,,
세전계속사업이익,"27,413","17,732","9,806","16,431","23,910","26,644","29,152","27,697"
당기순이익,"24,356","18,829","11,068","15,407","26,840","26,197","25,943","23,868"
  당기순이익(지배),"23,959","18,639","10,799","14,657","25,655","24,515","25,015","22,534"
  당기순이익(비지배),397,190,268,750,"1,185",,,
자산총계,"216,477","228,359","224,346","242,823","256,698","282,274","306,302","313,868"
부채총계,"54,682","46,714","34,136","34,210","37,296","40,880","42,229","39,980"
자본총계,"161,795","181,645","190,210","208,613","219,402","241,395","264,073","273,888"
  자본총계(지배),"160,026","179,987","188,270","202,583","212,465","234,125","260,512",
  자본총계(비지배),"1,770",,"1,940","6,030","6,937",,,
자본금,"8,794","8,794","8,794","8,794","8,016","8,017","8,017","8,016"
영업활동현금흐름,"10,584","4,949","8,187","7,391","10,195","21,705","24,423","6,214"
투자활동현금흐름,"-6,893","-6,586",-340,"-12,777","-2,720","-11,479","-16,332","-17,333"
재무활동현금흐름,"-1,398","-1,264","-5,088","6,937","-10,084","-4,791","-5,011","-3,691"
CAPEX,"2,921","2,635",623,560,581,897,726,774
FCF,"7,663","2,314","7,564","6,831","9,614","15,294","11,403","-11,119"
이자발생부채,"13,927","15,195","11,632","12,748","8,226",,,
영업이익률,18.46,23.52,15.22,30.51,35.87,33.09,33.74,35.19
순이익률,20.57,24.32,16.94,29.63,39.13,32.03,30.27,30.86
ROE(%),16.04,10.96,5.87,7.50,12.36,10.98,10.11,
ROA(%),11.84,8.46,4.89,6.60,10.75,9.72,8.82,7.70
부채비율,33.80,25.72,17.95,16.40,17.00,16.93,15.99,14.60
자본유보율,"1,748.54","1,980.32","2,054.04","2,245.62","2,727.09",,,
EPS(원),"13,623","10,598","6,141","8,334","15,499","15,291","15,603","14,055"
PER(배),6.68,6.60,12.02,10.50,5.22,4.57,4.48,4.97
BPS(원),"91,042","102,399","107,111","115,254","132,574","146,088","162,553",
PBR(배),1.00,0.68,0.69,0.76,0.61,0.48,0.43,
현금DPS(원),"1,300","2,000","2,200","2,500","2,800","2,975","2,900","2,800"
현금배당수익률,1.43,2.86,2.98,2.86,3.46,4.26,4.15,4.01
현금배당성향(%),9.54,18.87,35.82,29.99,17.50,19.09,18.24,19.55
발행주식수(보통주),"172,557,131","172,557,131","172,557,131","172,557,131","157,300,993",,,
