주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,296","1,719","1,818","2,050","2,340"
영업이익,62,-118,-83,94,166
영업이익(발표기준),62,-118,-83,94,166
세전계속사업이익,11,-145,-121,61,188
당기순이익,7,-136,-136,78,225
  당기순이익(지배),7,-136,-136,78,225
  당기순이익(비지배),0,0,0,0,0
자산총계,"3,131","2,877","2,678","2,676","2,764"
부채총계,"2,320","2,210","2,152","2,068","1,942"
자본총계,811,667,526,608,821
  자본총계(지배),811,667,526,608,821
  자본총계(비지배),0,,0,0,0
자본금,50,50,50,50,100
영업활동현금흐름,-134,123,143,290,214
투자활동현금흐름,-106,-67,-16,-6,-39
재무활동현금흐름,107,-67,-134,-141,-208
CAPEX,180,77,18,10,46
FCF,-315,46,124,280,168
이자발생부채,"1,612","1,545","1,430","1,295","1,106"
영업이익률,2.71,-6.85,-4.58,4.60,7.11
순이익률,0.32,-7.91,-7.48,3.79,9.62
ROE(%),0.92,-18.39,-22.80,13.70,31.51
ROA(%),0.24,-4.52,-4.90,2.90,8.28
부채비율,285.93,331.16,408.80,340.34,236.53
자본유보율,"1,471.37","1,185.98",906.25,"1,065.60",696.80
EPS(원),37,-680,-680,388,"1,126"
PER(배),115.71,N/A,N/A,7.80,4.06
BPS(원),"4,057","3,337","2,632","3,039","4,106"
PBR(배),1.06,0.78,0.66,1.00,1.11
현금DPS(원),0,0,0,50,50
현금배당수익률,0.00,0.00,0.00,1.65,1.09
현금배당성향(%),0.00,0.00,0.00,12.87,4.44
발행주식수(보통주),"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000"
