주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"292,790","311,556","307,615","302,161","344,552","390,740","396,500","412,307"
영업이익,"8,813","11,039","8,668","8,571","11,960","18,584","18,994","20,087"
영업이익(발표기준),"8,813","11,039","8,668","8,571","11,960",,,
세전계속사업이익,"8,250","23,827","15,266","14,652","24,805","27,071","28,016","29,824"
당기순이익,"4,811","17,482","10,479","11,607","18,291","19,788","20,342","21,506"
  당기순이익(지배),"6,398","17,128","10,501","10,355","16,350","17,498","17,920","18,958"
  당기순이익(비지배),"-1,587",355,-22,"1,252","1,940",,,
자산총계,"490,489","424,067","459,055","543,317","552,454","565,130","581,191","599,087"
부채총계,"238,977","198,577","192,134","213,863","218,930","221,802","222,577","224,218"
자본총계,"251,512","225,489","266,921","329,455","333,524","343,328","358,613","374,868"
  자본총계(지배),"225,568","199,466","240,961","301,980","304,055","314,416","328,722","344,488"
  자본총계(비지배),"25,945",,"25,960","27,475","29,469",,,
자본금,191,191,191,189,189,190,190,190
영업활동현금흐름,"13,124","16,784","7,708","12,679","11,957","19,452","20,870","22,221"
투자활동현금흐름,"2,799","1,678","6,071","-8,484","-8,044","-10,538","-10,570","-8,679"
재무활동현금흐름,"-11,167","-18,847","-16,124","-6,163","-6,851","-7,066","-5,686","-4,502"
CAPEX,"6,780","5,404","3,451","2,849","5,370","5,222","4,692","4,811"
FCF,"6,344","11,380","4,257","9,830","6,588","16,300","12,580","14,801"
이자발생부채,"60,342","45,166","39,621","36,135","32,643",,,
영업이익률,3.01,3.54,2.82,2.84,3.47,4.76,4.79,4.87
순이익률,1.64,5.61,3.41,3.84,5.31,5.06,5.13,5.22
ROE(%),3.13,8.06,4.77,3.81,5.40,5.66,5.57,5.63
ROA(%),1.03,3.82,2.37,2.32,3.34,3.54,3.55,3.64
부채비율,95.02,88.06,71.98,64.91,65.64,64.60,62.07,59.81
자본유보율,"84,799.73","91,044.17","94,439.65","99,776.75","106,252.66",,,
EPS(원),"3,344","8,953","5,489","5,468","8,673","9,282","9,506","10,056"
PER(배),37.68,11.78,19.77,25.24,13.72,12.44,12.15,11.49
BPS(원),"136,764","120,938","146,097","183,094","184,352","190,634","199,308","208,867"
PBR(배),0.92,0.87,0.74,0.75,0.65,0.61,0.58,0.55
현금DPS(원),"2,000","2,000","2,000","2,300","4,200","3,170","3,255","3,138"
현금배당수익률,1.59,1.90,1.84,1.67,3.53,2.74,2.82,2.72
현금배당성향(%),51.57,19.26,31.42,36.64,42.37,33.86,33.95,30.93
발행주식수(보통주),"189,690,043","189,690,043","189,690,043","186,887,081","186,887,081",,,
