주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"6,812","7,254","7,281","7,815","7,889"
영업이익,417,333,60,373,687
영업이익(발표기준),417,333,60,373,687
세전계속사업이익,586,4,-228,236,325
당기순이익,569,364,-279,34,44
  당기순이익(지배),540,232,-287,91,-28
  당기순이익(비지배),28,133,8,-57,72
자산총계,"13,473","12,756","12,266","11,136","10,658"
부채총계,"9,766","8,746","8,913","7,892","7,610"
자본총계,"3,706","4,010","3,353","3,244","3,048"
  자본총계(지배),"1,661","1,818","1,050","1,092",932
  자본총계(비지배),"2,071",,"2,303","2,152","2,116"
자본금,310,316,323,332,342
영업활동현금흐름,105,"1,958",987,"1,086","1,096"
투자활동현금흐름,146,-913,-220,-783,-76
재무활동현금흐름,-335,-734,-369,"-1,132",-860
CAPEX,173,224,188,519,375
FCF,-68,"1,733",799,567,722
이자발생부채,"7,304","5,911","5,962","5,302","4,878"
영업이익률,6.12,4.59,0.83,4.78,8.71
순이익률,8.35,5.02,-3.83,0.43,0.56
ROE(%),38.22,13.32,-20.00,8.46,-2.74
ROA(%),4.47,2.78,-2.23,0.29,0.41
부채비율,263.53,218.12,265.83,243.32,249.64
자본유보율,442.54,497.91,244.60,250.92,225.94
EPS(원),770,329,-407,129,-39
PER(배),9.80,19.93,N/A,44.02,N/A
BPS(원),"2,363","2,586","1,494","1,553","1,356"
PBR(배),3.19,2.54,4.02,3.65,2.53
현금DPS(원),66,76,82,85,87
현금배당수익률,0.88,1.16,1.37,1.50,2.55
현금배당성향(%),8.59,23.16,-20.20,65.83,-216.34
발행주식수(보통주),"70,444,707","70,444,707","70,444,707","70,444,706","70,444,706"
