주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"11,375","9,189","9,763","9,407","9,417","10,468","11,453","12,062"
영업이익,967,582,892,894,916,"1,074","1,153","1,223"
영업이익(발표기준),967,582,892,894,916,,,
세전계속사업이익,720,741,"1,023",744,"1,095","1,214","1,269","1,359"
당기순이익,591,572,37,544,801,906,948,"1,017"
  당기순이익(지배),569,563,24,544,801,906,948,"1,017"
  당기순이익(비지배),22,10,13,,,,,
자산총계,"12,263","11,965","10,389","10,929","11,498","12,659","13,622","14,541"
부채총계,"3,975","3,717","3,029","3,322","2,922","3,371","3,628","3,614"
자본총계,"8,288","8,248","7,360","7,607","8,576","9,288","9,994","10,926"
  자본총계(지배),"7,205","7,276","7,360","7,607","8,576","9,294","10,006","10,976"
  자본총계(비지배),"1,083",972,,,,,,
자본금,731,731,731,731,731,731,731,731
영업활동현금흐름,703,904,993,"1,393",596,"1,019","1,084","1,229"
투자활동현금흐름,-206,-609,-70,"-1,458",-571,-170,-345,-365
재무활동현금흐름,-157,-539,12,-317,-212,-196,-212,-219
CAPEX,187,268,325,248,306,317,331,352
FCF,516,636,668,"1,145",291,667,667,715
이자발생부채,,65,3,8,6,,,
영업이익률,8.51,6.33,9.14,9.50,9.73,10.26,10.07,10.14
순이익률,5.19,6.23,0.38,5.79,8.51,8.65,8.27,8.43
ROE(%),8.12,7.77,0.33,7.27,9.90,10.13,9.82,9.69
ROA(%),4.77,4.72,0.33,5.11,7.14,7.50,7.21,7.22
부채비율,47.97,45.07,41.16,43.67,34.08,36.30,36.30,33.08
자본유보율,857.16,921.31,914.34,951.59,"1,050.78",,,
EPS(원),"3,888","3,848",166,"3,723","5,479","6,192","6,480","6,953"
PER(배),12.05,7.03,258.23,13.27,8.59,7.28,6.96,6.49
BPS(원),"49,272","54,639","53,249","55,310","61,655","67,922","73,122","80,215"
PBR(배),0.95,0.50,0.80,0.89,0.76,0.66,0.62,0.56
현금DPS(원),"1,000","1,200","1,400","1,600","1,600","1,688","1,775","1,800"
현금배당수익률,2.13,4.44,3.27,3.24,3.40,3.74,3.94,3.99
현금배당성향(%),25.72,28.40,799.30,40.42,27.78,27.25,27.39,25.89
발행주식수(보통주),"14,623,136","14,623,136","14,623,136","14,623,136","14,623,136",,,
