주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,434","4,459","4,028","3,349","3,905"
영업이익,28,38,-214,-323,43
영업이익(발표기준),28,38,-214,-323,43
세전계속사업이익,331,191,-796,-129,808
당기순이익,206,163,-692,-247,601
  당기순이익(지배),206,163,-692,-247,601
  당기순이익(비지배),,,,,
자산총계,"12,735","12,736","11,736","12,284","13,094"
부채총계,"6,506","6,355","6,543","7,352","7,557"
자본총계,"6,229","6,381","5,193","4,932","5,536"
  자본총계(지배),"6,229","6,381","5,193","4,932","5,536"
  자본총계(비지배),0,,,,
자본금,"3,941","3,941","3,941","3,941","3,941"
영업활동현금흐름,187,90,-224,280,244
투자활동현금흐름,357,45,186,-57,114
재무활동현금흐름,-333,-297,70,161,-550
CAPEX,77,61,61,56,57
FCF,110,29,-285,224,187
이자발생부채,"4,796","4,683","5,244","5,623","5,282"
영업이익률,0.63,0.86,-5.30,-9.64,1.10
순이익률,4.65,3.65,-17.18,-7.37,15.39
ROE(%),3.36,2.59,-11.96,-4.87,11.48
ROA(%),1.63,1.28,-5.66,-2.05,4.74
부채비율,104.46,99.58,126.00,149.06,136.51
자본유보율,64.16,68.05,50.42,44.16,59.49
EPS(원),261,207,-878,-313,762
PER(배),11.08,11.99,N/A,N/A,3.95
BPS(원),"8,474","8,683","7,065","6,711","7,533"
PBR(배),0.34,0.29,0.33,0.40,0.40
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"78,803,016","78,803,016","78,803,016","78,803,016","78,803,016"
