주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"6,847","7,267","7,743","8,734","11,029"
영업이익,478,408,448,671,643
영업이익(발표기준),478,408,448,671,643
세전계속사업이익,366,344,484,524,"1,021"
당기순이익,270,247,279,416,807
  당기순이익(지배),264,248,279,416,807
  당기순이익(비지배),6,0,0,,
자산총계,"5,037","5,836","6,098","7,347","9,339"
부채총계,"2,472","3,035","3,088","3,865","4,835"
자본총계,"2,565","2,801","3,010","3,482","4,504"
  자본총계(지배),"2,565","2,799","3,008","3,482","4,504"
  자본총계(비지배),,,2,0,0
자본금,127,127,127,136,146
영업활동현금흐름,201,-145,786,576,807
투자활동현금흐름,-402,-447,-515,-589,-126
재무활동현금흐름,265,565,-335,187,-631
CAPEX,348,445,494,387,594
FCF,-147,-590,292,190,213
이자발생부채,603,"1,192",976,"1,424","1,203"
영업이익률,6.98,5.61,5.79,7.68,5.83
순이익률,3.95,3.40,3.60,4.77,7.31
ROE(%),10.73,9.23,9.59,12.83,20.20
ROA(%),5.79,4.55,4.67,6.19,9.67
부채비율,96.37,108.35,102.56,111.02,107.34
자본유보율,"1,881.37","2,089.13","2,255.62","2,713.10","3,495.11"
EPS(원),"2,074","1,943","2,186","3,232","5,826"
PER(배),24.73,21.38,21.31,16.12,9.42
BPS(원),"20,319","22,170","23,829","25,811","31,164"
PBR(배),2.52,1.87,1.96,2.02,1.76
현금DPS(원),200,250,300,350,450
현금배당수익률,0.39,0.60,0.64,0.67,0.82
현금배당성향(%),9.55,12.75,13.60,11.34,8.06
발행주식수(보통주),"12,739,510","12,739,510","12,739,510","13,604,730","14,568,592"
