주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"167,840","155,279","169,382","185,746","174,917",,,
영업이익,"20,283","23,964","22,279","21,255","32,313","36,289","38,687","40,852"
영업이익(발표기준),"20,283","23,964","22,279","21,255","32,313",,,
세전계속사업이익,"19,536","23,995","22,402","20,869","33,179","35,809","38,034","39,909"
당기순이익,"15,085","17,643","16,143","15,479","24,259","26,272","27,646","29,008"
  당기순이익(지배),"15,015","17,542","16,058","15,357","24,125","26,100","27,394","28,699"
  당기순이익(비지배),71,100,84,122,135,,,
자산총계,"2,740,697","2,895,094","3,181,110","3,616,162","3,980,719","4,237,421","4,477,084","4,730,340"
부채총계,"2,542,680","2,684,153","2,953,344","3,364,738","3,705,381","3,946,575","4,166,489","4,399,078"
자본총계,"198,017","210,942","227,766","251,423","275,338","290,844","310,595","331,262"
  자본총계(지배),"196,974","209,829","226,618","250,183","273,874","288,807","308,955","329,869"
  자본총계(비지배),"1,044",,"1,148","1,241","1,465",,,
자본금,"32,898","32,898","33,756","41,832","42,114","42,087","42,085","42,079"
영업활동현금흐름,"31,985","-103,969","-113,516","-79,382","-59,459",,,
투자활동현금흐름,"-77,726","-40,544","-53,482","-82,643","-106,414",,,
재무활동현금흐름,"44,240","161,970","164,652","158,719","171,178",,,
CAPEX,,,,,,,,
FCF,,,,,,,,
이자발생부채,"1,190,230","1,359,548","1,520,142","1,660,085","1,837,622",,,
영업이익률,12.08,15.43,13.15,11.44,18.47,,,
순이익률,8.99,11.36,9.53,8.33,13.87,,,
ROE(%),7.98,8.63,7.36,6.44,9.21,9.28,9.16,8.98
ROA(%),0.57,0.63,0.53,0.46,0.64,0.64,0.63,0.63
부채비율,"1,284.07","1,272.46","1,296.65","1,338.27","1,345.75","1,356.94","1,341.45","1,327.97"
자본유보율,501.92,541.21,574.73,501.03,553.80,,,
EPS(원),"2,282","2,666","2,393","2,005","3,032","3,273","3,435","3,599"
PER(배),7.21,5.27,4.93,4.41,3.40,3.42,3.26,3.11
BPS(원),"29,937","31,891","33,567","33,494","36,391","38,376","41,053","43,832"
PBR(배),0.55,0.44,0.35,0.26,0.28,0.29,0.27,0.26
현금DPS(원),617,690,670,471,780,834,899,933
현금배당수익률,3.75,4.91,5.68,5.33,7.57,7.44,8.03,8.33
현금배당성향(%),27.04,23.38,23.83,24.28,25.78,23.78,24.43,24.21
발행주식수(보통주),"559,978,815","559,978,815","577,156,979","738,664,360","744,300,587",,,
