주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"2,263","2,174","2,017","2,010","2,675"
영업이익,66,33,-70,-23,265
영업이익(발표기준),66,33,-70,-23,265
세전계속사업이익,14,18,-197,-446,112
당기순이익,14,18,-197,-449,102
  당기순이익(지배),9,15,-192,-453,96
  당기순이익(비지배),4,3,-5,4,6
자산총계,"3,598","3,512","3,342","3,683","4,006"
부채총계,"1,372","1,258","1,203","1,996","1,214"
자본총계,"2,226","2,254","2,140","1,688","2,791"
  자본총계(지배),"2,174","2,196","2,079","1,627","2,726"
  자본총계(비지배),53,58,60,61,65
자본금,554,562,584,584,724
영업활동현금흐름,124,280,176,142,272
투자활동현금흐름,28,-97,-181,-463,-165
재무활동현금흐름,-220,-96,-11,356,-63
CAPEX,53,49,113,60,161
FCF,71,231,63,82,111
이자발생부채,811,716,684,"1,000",598
영업이익률,2.91,1.54,-3.45,-1.16,9.92
순이익률,0.60,0.81,-9.78,-22.31,3.80
ROE(%),0.45,0.67,-8.99,-24.43,4.41
ROA(%),0.37,0.49,-5.76,-12.77,2.65
부채비율,61.63,55.80,56.20,118.25,43.50
자본유보율,188.94,187.33,151.99,77.23,194.55
EPS(원),10,13,-167,-388,80
PER(배),130.29,79.41,N/A,N/A,46.57
BPS(원),"1,961","1,953","1,782","1,394","1,884"
PBR(배),0.66,0.53,0.58,2.11,1.97
현금DPS(원),12,0,0,0,
현금배당수익률,0.93,0.00,0.00,0.00,
현금배당성향(%),141.49,0.00,0.00,0.00,
발행주식수(보통주),"110,855,877","112,451,621","116,706,940","116,706,940","144,748,141"
