주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"1,141","1,086","1,129",982,"1,108"
영업이익,7,12,31,-21,-47
영업이익(발표기준),7,12,31,-21,-47
세전계속사업이익,-4,0,23,-18,-53
당기순이익,-6,-1,21,-17,-53
  당기순이익(지배),-8,-2,22,-17,-54
  당기순이익(비지배),2,0,0,-1,1
자산총계,791,785,773,732,793
부채총계,554,551,520,492,603
자본총계,237,234,253,240,190
  자본총계(지배),235,232,251,238,188
  자본총계(비지배),2,,2,2,3
자본금,155,155,155,155,155
영업활동현금흐름,-13,29,49,20,19
투자활동현금흐름,-63,-17,-20,-59,-46
재무활동현금흐름,7,1,-6,14,14
CAPEX,52,16,18,56,37
FCF,-65,13,31,-36,-17
이자발생부채,200,199,207,217,231
영업이익률,0.58,1.14,2.73,-2.14,-4.21
순이익률,-0.49,-0.12,1.88,-1.77,-4.75
ROE(%),-3.12,-0.65,8.97,-6.81,-25.16
ROA(%),-0.71,-0.16,2.72,-2.31,-6.90
부채비율,234.14,234.95,205.35,205.31,316.49
자본유보율,51.98,50.69,62.77,54.68,21.56
EPS(원),-24,-5,70,-54,-173
PER(배),N/A,N/A,18.41,N/A,N/A
BPS(원),760,751,811,771,607
PBR(배),1.46,1.80,1.59,1.42,1.84
현금DPS(원),0,0,0,0,
현금배당수익률,0.00,0.00,0.00,0.00,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"30,907,210","30,907,210","30,907,210","30,907,210","30,907,210"
