주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"2,363","2,056","2,531","4,028","9,870","11,092","12,163","13,000"
영업이익,152,45,111,79,610,819,"1,007","1,110"
영업이익(발표기준),152,45,111,79,610,,,
세전계속사업이익,65,78,124,17,595,750,990,"1,090"
당기순이익,58,59,82,23,483,600,780,860
  당기순이익(지배),58,59,82,24,483,602,780,860
  당기순이익(비지배),0,0,0,0,0,,,
자산총계,"1,905","1,895","2,016","5,044","5,523","6,120","6,640","7,120"
부채총계,340,342,447,"3,537","3,504","3,570","3,390","3,090"
자본총계,"1,564","1,553","1,569","1,507","2,019","2,550","3,250","4,030"
  자본총계(지배),"1,563","1,551","1,568","1,506","2,018","2,540","3,250","4,030"
  자본총계(비지배),1,,2,1,1,,,
자본금,13,13,13,13,13,10,10,10
영업활동현금흐름,-4,66,207,-56,262,"1,230","1,050","1,030"
투자활동현금흐름,113,-119,76,-291,70,90,90,-10
재무활동현금흐름,-44,-90,-100,413,-364,-170,-350,-340
CAPEX,82,70,154,58,120,,,
FCF,-86,-4,52,-115,143,720,850,840
이자발생부채,83,71,157,"2,351","2,109",,,
영업이익률,6.41,2.18,4.39,1.97,6.18,7.38,8.28,8.54
순이익률,2.44,2.85,3.25,0.58,4.89,5.41,6.41,6.62
ROE(%),3.71,3.76,5.26,1.54,27.40,26.42,26.94,23.63
ROA(%),2.96,3.09,4.21,0.66,9.14,10.31,12.23,12.50
부채비율,21.76,22.04,28.50,234.71,173.56,140.00,104.31,76.67
자본유보율,"12,136.99","12,142.62","12,232.05","12,030.72","15,412.53",,,
EPS(원),434,439,615,177,"3,619","4,514","5,849","6,449"
PER(배),29.51,25.05,20.39,42.45,5.91,4.82,3.72,3.37
BPS(원),"12,161","12,182","12,408","12,206","16,003","20,071","25,681","31,845"
PBR(배),1.05,0.90,1.01,0.62,1.34,1.08,0.85,0.68
현금DPS(원),300,450,500,450,600,600,600,600
현금배당수익률,2.34,4.09,3.98,5.98,2.80,2.76,2.76,2.76
현금배당성향(%),66.67,97.89,77.40,236.44,15.64,13.29,10.26,9.30
발행주식수(보통주),"13,335,601","13,335,601","13,335,601","13,335,601","13,335,601",,,
