주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"4,540","5,020","5,502","5,369","6,889","9,797","12,529","15,724"
영업이익,495,487,468,509,699,"1,156","1,657","1,840"
영업이익(발표기준),495,487,468,509,699,,,
세전계속사업이익,416,537,551,452,782,"1,116","1,500","1,654"
당기순이익,422,413,468,427,632,902,"1,206","1,301"
  당기순이익(지배),422,413,468,427,628,893,"1,244","1,266"
  당기순이익(비지배),,,,,4,,,
자산총계,"6,503","6,922","10,369","10,810","17,536","16,273","19,748",
부채총계,"1,199","1,638","2,215","2,274","4,043","4,402","6,774",
자본총계,"5,304","5,284","8,155","8,536","13,493","11,871","12,973",
  자본총계(지배),"5,304","5,284","5,713","6,112","9,886","9,023","10,072",
  자본총계(비지배),,,"2,441","2,424","3,607",,,
자본금,230,231,231,231,231,232,232,
영업활동현금흐름,612,860,482,495,299,"2,076","1,523",
투자활동현금흐름,"-2,195",-619,-469,"-2,177","-4,575","-1,936","-2,266",
재무활동현금흐름,"1,802",-181,"2,833",-106,"5,258",904,170,
CAPEX,177,"1,190","1,320","1,166","2,087","2,549","3,079",
FCF,435,-330,-838,-671,"-1,788",-471,-527,
이자발생부채,117,202,649,637,"2,044",,,
영업이익률,10.91,9.71,8.52,9.47,10.15,11.80,13.23,11.71
순이익률,9.29,8.23,8.51,7.96,9.17,9.20,9.62,8.27
ROE(%),10.33,7.80,8.52,7.23,7.85,9.45,13.03,
ROA(%),8.11,6.15,5.42,4.04,4.46,5.33,6.69,
부채비율,22.60,31.00,27.16,26.64,29.96,37.08,52.22,
자본유보율,"2,066.05","2,147.87","2,381.14","2,558.56","4,137.52",,,
EPS(원),"1,000",897,"1,016",927,"1,361","1,937","2,697","2,744"
PER(배),38.30,45.71,42.09,54.92,99.16,41.40,29.73,29.22
BPS(원),"11,531","11,460","12,390","13,255","21,440","19,568","21,843",
PBR(배),3.32,3.58,3.45,3.84,6.30,4.10,3.67,
현금DPS(원),650,0,50,200,300,333,367,
현금배당수익률,1.70,0.00,0.12,0.39,0.22,0.42,0.46,
현금배당성향(%),70.87,0.00,4.92,21.58,22.04,17.21,13.59,
발행주식수(보통주),"46,000,000","46,110,835","46,110,835","46,110,835","46,110,835",,,
