주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"20,093","21,013","23,883","24,664","27,925","30,245","31,963","33,392"
영업이익,"1,811","2,010","2,376","2,597","4,425","4,457","4,623","4,582"
영업이익(발표기준),"1,811","2,010","2,376","2,597","4,425",,,
세전계속사업이익,"1,311","1,691","2,336","2,494","4,513","4,494","4,696","4,698"
당기순이익,947,"1,113","1,743","1,824","3,343","3,338","3,497","3,502"
  당기순이익(지배),"1,087","1,131","1,663","1,477","2,981","3,093","3,234","3,306"
  당기순이익(비지배),-140,-18,80,348,362,,,
자산총계,"22,749","26,389","31,045","30,383","35,476","37,608","41,171","44,903"
부채총계,"9,341","9,758","11,356","10,443","11,134","11,236","11,753","10,574"
자본총계,"13,407","16,631","19,690","19,940","24,342","26,372","29,418","34,330"
  자본총계(지배),"12,295","15,446","18,435","18,348","22,189","24,211","27,053","31,438"
  자본총계(비지배),"1,112",,"1,255","1,591","2,153",,,
자본금,222,222,222,222,222,221,221,221
영업활동현금흐름,"1,591","1,839","2,318","3,461","2,874","3,594","3,938","4,040"
투자활동현금흐름,"-1,673","-1,169","-1,117",73,"-2,116","-1,585","-1,629","-1,753"
재무활동현금흐름,-471,-804,-251,"-1,287","-1,044",-584,-419,-971
CAPEX,"1,443","1,271","1,262",900,"1,292","1,089","1,120","1,537"
FCF,149,569,"1,056","2,561","1,582","2,076","2,336","1,620"
이자발생부채,"4,329","3,825","4,626","3,825","3,586",,,
영업이익률,9.01,9.57,9.95,10.53,15.85,14.74,14.46,13.72
순이익률,4.71,5.30,7.30,7.40,11.97,11.04,10.94,10.49
ROE(%),8.79,8.15,9.82,8.03,14.71,13.33,12.62,11.30
ROA(%),4.06,4.53,6.07,5.94,10.15,9.13,8.88,8.14
부채비율,69.67,58.67,57.67,52.37,45.74,42.61,39.95,30.80
자본유보율,"5,824.27","6,276.46","6,954.16","7,976.94","9,223.27",,,
EPS(원),"2,453","2,551","3,753","3,332","6,727","6,980","7,299","7,461"
PER(배),12.84,15.03,9.13,9.51,6.49,6.48,6.19,6.06
BPS(원),"28,029","35,211","42,025","41,828","50,585","55,193","61,672","71,669"
PBR(배),1.12,1.09,0.82,0.76,0.86,0.82,0.73,0.63
현금DPS(원),300,350,400,500,"1,000",958,"1,002","1,213"
현금배당수익률,0.95,0.91,1.17,1.58,2.29,2.12,2.22,2.68
현금배당성향(%),12.11,13.58,10.55,14.85,14.72,13.72,13.73,16.26
발행주식수(보통주),"44,311,468","44,311,468","44,311,468","44,311,468","44,311,468",,,
