주요재무정보,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)"
매출액,"1,646","1,507","1,492","1,490","1,621"
영업이익,66,41,37,40,45
영업이익(발표기준),66,41,37,40,45
세전계속사업이익,59,30,27,32,27
당기순이익,46,22,18,21,22
  당기순이익(지배),46,22,18,21,22
  당기순이익(비지배),,,,,
자산총계,"1,202","1,265","1,273","1,353","1,334"
부채총계,602,647,630,695,663
자본총계,601,618,644,659,671
  자본총계(지배),601,618,644,659,671
  자본총계(비지배),,,,,
자본금,181,181,181,181,181
영업활동현금흐름,156,-10,73,34,109
투자활동현금흐름,-111,-69,-47,-50,-24
재무활동현금흐름,-46,86,-35,18,-88
CAPEX,110,86,87,45,38
FCF,46,-96,-14,-10,71
이자발생부채,290,384,357,374,294
영업이익률,3.98,2.74,2.48,2.66,2.77
순이익률,2.79,1.43,1.23,1.41,1.36
ROE(%),7.96,3.54,2.90,3.23,3.32
ROA(%),3.83,1.75,1.44,1.60,1.64
부채비율,100.18,104.83,97.89,105.49,98.76
자본유보율,236.16,246.97,256.12,267.92,275.19
EPS(원),127,60,51,58,61
PER(배),22.63,38.90,53.27,87.51,62.28
BPS(원),"1,662","1,710","1,781","1,823","1,857"
PBR(배),1.73,1.36,1.51,2.80,2.05
현금DPS(원),,,,,
현금배당수익률,,,,,
현금배당성향(%),0.00,0.00,0.00,0.00,
발행주식수(보통주),"35,930,773","35,930,773","35,930,773","35,930,773","35,930,773"
