주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"3,450","4,831","4,659","4,658","4,956"
영업이익,220,307,276,203,253
영업이익(발표기준),220,307,276,203,253
세전계속사업이익,258,222,235,133,243
당기순이익,142,149,131,57,156
  당기순이익(지배),134,141,121,53,160
  당기순이익(비지배),8,8,10,4,-4
자산총계,"3,320","3,466","3,643","4,057","4,241"
부채총계,"1,777","1,827","1,873","2,223","2,268"
자본총계,"1,542","1,640","1,771","1,834","1,973"
  자본총계(지배),"1,502","1,596","1,727","1,792","1,938"
  자본총계(비지배),40,,44,42,35
자본금,556,827,827,827,827
영업활동현금흐름,613,390,214,272,272
투자활동현금흐름,-476,-97,-171,-641,87
재무활동현금흐름,54,-238,13,393,-176
CAPEX,159,115,161,205,53
FCF,454,274,54,67,219
이자발생부채,575,494,598,"1,028","1,022"
영업이익률,6.39,6.35,5.93,4.35,5.10
순이익률,4.12,3.08,2.81,1.23,3.14
ROE(%),9.89,9.10,7.28,3.00,8.56
ROA(%),5.14,4.38,3.68,1.49,3.75
부채비율,115.22,111.41,105.75,121.21,114.96
자본유보율,186.73,101.86,115.81,119.23,132.29
EPS(원),457,426,366,159,483
PER(배),8.91,6.71,8.59,21.18,8.94
BPS(원),"4,624","4,912","5,316","5,519","5,970"
PBR(배),0.88,0.58,0.59,0.61,0.72
현금DPS(원),67,80,80,80,80
현금배당수익률,1.65,2.80,2.55,2.37,1.85
현금배당성향(%),16.13,18.44,21.49,49.29,16.27
발행주식수(보통주),"27,066,680","27,066,680","27,066,680","27,066,680","33,066,680"
