주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)"
매출액,"4,336","3,843","3,661","3,348","5,037"
영업이익,579,326,-78,-152,203
영업이익(발표기준),579,326,-78,-152,203
세전계속사업이익,404,354,-76,878,339
당기순이익,224,252,-25,629,392
  당기순이익(지배),-42,90,41,800,240
  당기순이익(비지배),266,162,-65,-170,151
자산총계,"5,206","5,411","5,220","4,982","5,017"
부채총계,"2,284","2,095","1,934","1,099",937
자본총계,"2,922","3,316","3,286","3,883","4,080"
  자본총계(지배),"1,935","2,187","2,266","3,058","3,113"
  자본총계(비지배),987,,"1,020",825,967
자본금,651,651,651,651,651
영업활동현금흐름,287,43,316,257,-109
투자활동현금흐름,-145,0,-47,"1,016",571
재무활동현금흐름,89,77,-91,"-1,104",-306
CAPEX,39,14,85,11,12
FCF,248,30,231,246,-121
이자발생부채,932,"1,078","1,125",108,163
영업이익률,13.36,8.48,-2.13,-4.54,4.04
순이익률,5.16,6.57,-0.67,18.80,7.78
ROE(%),-2.11,4.37,1.83,30.04,7.79
ROA(%),4.50,4.75,-0.46,12.34,7.83
부채비율,78.17,63.17,58.84,28.31,22.95
자본유보율,95.78,110.83,114.79,403.43,421.75
EPS(원),-163,346,156,"3,071",923
PER(배),N/A,18.63,42.59,1.87,6.83
BPS(원),"7,755","8,761","9,072","12,244","13,108"
PBR(배),0.82,0.74,0.73,0.47,0.48
현금DPS(원),0,0,0,500,400
현금배당수익률,0.00,0.00,0.00,8.71,6.35
현금배당성향(%),0.00,0.00,0.00,15.62,39.54
발행주식수(보통주),"26,041,812","26,041,812","26,041,812","26,041,812","26,041,812"
