주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"93,418","90,460","94,574","91,950","107,252","121,407","128,238","135,120"
영업이익,"7,564","3,543","4,592","5,942","7,383","7,227","9,684","10,340"
영업이익(발표기준),"7,564","3,543","4,592","5,942","7,383",,,
세전계속사업이익,"10,659","2,883","1,680","4,515","8,553","6,390","9,548","10,050"
당기순이익,"8,345","1,604","-2,489","3,017","6,163","4,888","7,274","7,682"
  당기순이익(지배),"8,247","1,867","-2,376","3,091","6,191","4,917","7,260","7,635"
  당기순이익(비지배),98,-262,-112,-74,-27,,,
자산총계,"136,495","152,315","156,811","151,373","200,076","197,209","209,120","235,720"
부채총계,"74,620","90,044","98,753","91,696","118,063","112,537","116,948","131,651"
자본총계,"61,875","62,271","58,058","59,677","82,012","84,672","92,172","104,069"
  자본총계(지배),"60,151","60,900","57,282","59,291","81,594","84,067","91,521","103,532"
  자본총계(비지배),"1,723",,777,386,418,,,
자본금,"8,297","8,212","8,212","8,212","9,782","9,669","9,669","9,781"
영업활동현금흐름,"9,162","7,267","12,061","10,695","9,909","12,444","15,681","18,204"
투자활동현금흐름,"-4,032","-4,346","-11,107",-427,"-16,550","-11,659","-11,344","-10,604"
재무활동현금흐름,"-6,856",-696,-426,"-8,868","10,763",-412,60,160
CAPEX,"4,924","7,201","11,653","8,838","8,127","10,631","10,816","9,243"
FCF,"4,239",66,408,"1,858","1,782",828,"3,172","4,704"
이자발생부채,"44,174","58,885","66,169","60,444","63,938",,,
영업이익률,8.10,3.92,4.86,6.46,6.88,5.95,7.55,7.65
순이익률,8.93,1.77,-2.63,3.28,5.75,4.03,5.67,5.68
ROE(%),14.60,3.08,-4.02,5.30,8.79,5.94,8.27,7.83
ROA(%),6.08,1.11,-1.61,1.96,3.51,2.46,3.58,3.45
부채비율,120.60,144.60,170.09,153.65,143.96,132.91,126.88,126.50
자본유보율,626.00,651.93,606.50,636.68,721.16,,,
EPS(원),"4,786","1,091","-1,403","1,843","3,305","2,556","3,773","3,968"
PER(배),6.40,17.95,N/A,25.19,10.74,12.01,8.14,7.74
BPS(원),"35,256","35,708","33,924","35,551","42,563","43,988","47,889","54,173"
PBR(배),0.87,0.55,0.54,1.31,0.83,0.70,0.64,0.57
현금DPS(원),337,193,193,0,,115,162,62
현금배당수익률,1.10,0.98,1.05,0.00,,0.38,0.53,0.20
현금배당성향(%),6.98,17.63,-13.71,0.00,,4.49,4.26,1.57
발행주식수(보통주),"171,189,525","169,424,789","167,730,541","166,053,235","191,278,497",,,
