주요재무정보,"2017/12
(IFRS연결)","2018/12
(IFRS연결)","2019/12
(IFRS연결)","2020/12
(IFRS연결)","2021/12
(IFRS연결)","2022/12(E)
(IFRS연결)","2023/12(E)
(IFRS연결)","2024/12(E)
(IFRS연결)"
매출액,"128,272","99,882","105,309","112,826","166,865","182,939","180,581","185,593"
영업이익,"2,123","1,657","1,348","1,598","6,562","7,566","6,191","5,936"
영업이익(발표기준),"2,123","1,657","1,348","1,598","6,562",,,
세전계속사업이익,"1,779","1,566",-753,"4,559","7,347","8,717","6,791","6,578"
당기순이익,882,-360,-149,"3,616","5,403","6,369","4,909","4,504"
  당기순이익(지배),602,-704,286,"2,976","3,501","4,250","3,263","3,120"
  당기순이익(비지배),280,344,-434,640,"1,903",,,
자산총계,"49,676","50,381","48,760","53,959","67,469","72,901","77,487","82,458"
부채총계,"33,821","34,885","33,274","36,376","43,626","43,352","43,436","44,598"
자본총계,"15,855","15,495","15,486","17,583","23,842","29,549","34,051","37,859"
  자본총계(지배),"11,944","11,285","11,715","13,382","17,750","21,607","24,606","27,314"
  자본총계(비지배),"3,911",,"3,771","4,202","6,093",,,
자본금,"1,938","1,938","1,938","1,938","1,938","1,940","1,940","1,940"
영업활동현금흐름,"1,806",308,"2,250","2,548","1,756","6,393","5,050","2,264"
투자활동현금흐름,-102,-693,781,"2,658",-483,"-3,628","-3,038","-1,054"
재무활동현금흐름,-669,-73,"-2,298","-2,376",82,"-1,728","-1,743","-1,195"
CAPEX,744,"1,030",644,442,718,"1,744","2,058","2,060"
FCF,"1,063",-723,"1,606","2,106","1,038","3,172","3,948","-2,346"
이자발생부채,"14,066","14,307","14,620","13,845","15,696",,,
영업이익률,1.65,1.66,1.28,1.42,3.93,4.14,3.43,3.20
순이익률,0.69,-0.36,-0.14,3.21,3.24,3.48,2.72,2.43
ROE(%),4.93,-6.06,2.48,23.71,22.49,21.59,14.12,12.02
ROA(%),1.74,-0.72,-0.30,7.04,8.90,9.07,6.53,5.63
부채비율,213.32,225.13,214.86,206.88,182.98,146.71,127.56,117.80
자본유보율,547.95,506.35,515.19,664.66,837.29,,,
EPS(원),"1,553","-1,815",737,"7,678","9,032","10,964","8,419","8,048"
PER(배),17.48,N/A,20.41,3.22,2.93,3.46,4.50,4.71
BPS(원),"30,895","29,191","30,303","37,205","49,349","60,072","68,411","75,941"
PBR(배),0.88,0.53,0.50,0.66,0.54,0.63,0.55,0.50
현금DPS(원),250,250,300,400,"2,300","2,414","2,143","2,050"
현금배당수익률,0.92,1.63,1.99,1.62,8.70,6.37,5.65,5.41
현금배당성향(%),16.05,-13.74,40.59,4.83,23.63,22.02,25.45,25.47
발행주식수(보통주),"38,760,000","38,760,000","38,760,000","38,760,000","38,760,000",,,
